,city,decade,Income ($)
12271,Astana,1960,17200
12272,Adamstown,1930,5400
12273, Asia,19,17200
12274,Santo Domingo,1920,11600
12275,Kathmandu,1950,9300
12276,Skopje,1940,17200
12277,Bangui,19,5400
12278,Bern,1970,20900
12279,Beijing,1930,12400
12280,Banjul,1970,11600
12281, Africa,18-21,11600
12282,Monaco,1920,9000
12283,Belgrade,1960,11600
12284,Avarua,1910,12400
12285, Oceania,20,12400
12286,Alofi,1940,22200
12287,New Delhi,1970,6500
12288, Asia,19,9300
12289, Europe,20,34400
12290,Port Louis,1920,3100
12291,Astana,20,12400
12292, Europe,20,5400
12293, Americas,19,11600
12294,Libreville,1910,9300
12295, Oceania,20,9000
12296,Diego Garcia,1970,22200
12297,Zagreb,1950,9300
12298,Budapest,1940,6500
12299,Antananarivo,1970,49000
12300,Yamoussoukro,20,22200
12301, Oceania,20,12400
12302,Brazzaville,20,6500
12303,Ankara,1970,12400
12304,Vienna,1970,6500
12305,Quito,1950,11600
12306,West Island,19,5400
12307, Oceania,20,5400
12308, Western Africa,20,20900
12309,Cairo,20,6500
12310,Gaborone,1950,11600
12311,Hamilton,1960,39500
12312, Europe,20,34400
12313,Gibraltar,1930,12400
12314,Port-au-Prince,1940,9300
12315,Tegucigalpa,1920,11600
12316,Apia,1960,24100
12317,Stanley,1970,17200
12318,West Island,1900,3100
12319,Kampala,19,9000
12320,George Town,1940,3100
12321,Mogadishu,1930,9300
12322,Saint-Pierre,1940,9300
12323,Dublin,1940,6500
12324, Europe,20,24100
12325,Damascus,1900,12400
12326,Santo Domingo,20,9300
12327,Praia,1970,34700
12328,Thimphu,1970,17200
12329,Khartoum,1910,9000
12330,Madrid,1950,17200
12331,Grytviken,21,11600
12332,San Marino,1950,9000
12333,Kathmandu,1950,20900
12334,Dili,20,6500
12335,Beijing,1950,17200
12336,Funafuti,1910,9300
12337,Lilongwe,1920,12400
12338,Gustavia,1810,5400
12339,Vaduz,1940,9300
12340,Budapest,1960,12400
12341,Abu Dhabi,1930,11600
12342,Bandar Seri Begawan,1960,9300
12343,Noumea,1960,5400
12344,Gaborone,1970,22200
12345,N'Djamena,1950,9300
12346,Bandar Seri Begawan,1910,9300
12347, Asia,20,17200
12348,Khartoum,1950,9300
12349,Yamoussoukro,21,9000
12350,Banjul,1950,20900
12351,Kralendijk,1950,5400
12352,Porto-Novo,1930,34700
12353,Wellington,1950,5400
12354,Kralendijk,1960,9000
12355, Asia,19,17200
12356,Papeete,1960,9300
12357,Gustavia,1960,9300
12358,Dakar,1960,12400
12359,St. George's,20,12400
12360,Sofia,1970,20900
12361,Seoul,1950,11600
12362,Athens,1970,9300
12363,Vatican City,1870,6500
12364,Beirut,1960,9000
12365,Mexico City,1960,22200
12366,Kingston,1920,12400
12367,Port of Spain,1900,9000
12368,Gustavia,1960,11600
12369,Seoul,1970,3100
12370,Kampala,1970,17200
12371,Mariehamn,1930,43100
12372,Bandar Seri Begawan,1940,11600
12373,Hong Kong,20,9300
12374,Willemstad,20,9300
12375,Mamoudzou,1970,5400
12376,Port of Spain,20,12400
12377,Oranjestad,1960,9300
12378, Americas,19,5400
12379, Americas,19,17200
12380,Harare,19,17200
12381,Pyongyang,20,17200
12382,Brazzaville,20,3100
12383,Khartoum,1900,17200
12384, Asia,19,9000
12385,Sofia,1970,12400
12386,Tallinn,1960,12400
12387,Accra,1970,22200
12388, Europe,20,34700
12389,Porto-Novo,1970,42800
12390,Zagreb,1970,34400
12391,St. John's,2000,9300
12392,Bridgetown,1970,17200
12393, Americas,19,22200
12394, Europe,19,22200
12395,Brazzaville,1960,9000
12396,Tarawa,1880,12400
12397, Americas,19,22200
12398,Freetown,1900,9300
12399,Gustavia,1900,5400
12400,Philipsburg,1970,9000
12401,Nouakchott,1930,9000
12402, Asia,19,17200
12403,Malabo,1890,9000
12404,Manama,1930,9300
12405,Lusaka,1950,17200
12406,Nairobi,1940,9300
12407,Prague,1930,6500
12408,Adamstown,1930,9300
12409,Saint-Pierre,1940,25800
12410,Vatican City,1940,12400
12411,Noumea,1940,9300
12412,Andorra la Vella,1930,17200
12413,Nouakchott,1910,25800
12414,San Juan,1920,24100
12415,Rome,1930,6500
12416,Yamoussoukro,1940,9300
12417,Minsk,1910,22200
12418, Europe,19,9000
12419,Oranjestad,20,22200
12420,Nay Pyi Taw,1930,20900
12421,Budapest,1970,11600
12422,Rome,1970,11600
12423,Wellington,1960,17200
12424, Asia,19,9300
12425,Panama City,20,9000
12426, Americas,19,12400
12427,Oslo,1960,3100
12428,Jakarta,1930,22200
12429,Sofia,1920,9300
12430,East Jerusalem,1960,9000
12431,Windhoek,1950,12400
12432, Eastern Europe,21,39500
12433,Budapest,1890,5400
12434,Manila,1900,25800
12435,Djibouti,1910,25800
12436,San Marino,1890,17200
12437,Saint Helier,1950,20900
12438,Sofia,1910,11600
12439,Madrid,1920,17200
12440,Luxembourg,1920,5400
12441,Basseterre,1940,9000
12442,Bamako,1970,11600
12443,Macao,20,34400
12444,Malabo,1900,9000
12445,Bucharest,1970,11600
12446,Kingstown,1970,45500
12447, Asia,19,6500
12448, Europe,19,34400
12449,Nicosia,1880,34700
12450,Nay Pyi Taw,1970,25800
12451,Suva,19,9000
12452,Tehran,1980,9300
12453,Longyearbyen,1980,20900
12454,Santiago,1940,12400
12455,Bern,1970,9300
12456,Belgrade,1950,9300
12457,Papeete,1960,9300
12458, Europe,19,9000
12459, Europe,19,9000
12460,Paris,1950,5400
12461,Ulan Bator,1900,20900
12462, Caribbean,18,9000
12463,Maputo,1950,11600
12464, Western Europe,21,6500
12465,Managua,1930,6500
12466,Bamako,19,9000
12467,Tirana,1930,3100
12468,Ashgabat,1950,11600
12469,Tirana,1930,9300
12470,Philipsburg,1950,6500
12471,Dili,1960,5400
12472,Kingstown,1970,17200
12473, Europe,20,9300
12474,Washington,1950,9300
12475,Amman,20,9300
12476,The Valley,1900,9000
12477,Longyearbyen,1970,5400
12478, Asia,19,11600
12479,Nay Pyi Taw,1960,17200
12480,Dushanbe,1950,17200
12481,Manila,1960,9000
12482, Central America,21,25800
12483,George Town,1970,17200
12484,Prague,1970,9300
12485,Windhoek,1960,5400
12486,Rome,1930,22200
12487,Addis Ababa,1960,9300
12488,Budapest,1890,9300
12489,Berlin,1890,9300
12490, Oceania,20,17200
12491, Europe,20,11600
12492,Hagatna,1960,9300
12493,Port-au-Prince,1960,9300
12494,Rabat,1930,17200
12495,Kingston,1970,9000
12496,San Salvador,1940,22200
12497,Paris,1930,11600
12498,Kinshasa,1900,22200
12499, Western Asia,18,20900
12500,Bern,1940,9000
12501,Wellington,1880,25800
12502, Asia,19,22200
12503,Kingstown,18,9000
12504,Oslo,1920,9000
12505,Longyearbyen,1960,6500
12506,San Marino,1930,25800
12507,Canberra,1960,20900
12508,Nay Pyi Taw,1960,9300
12509,Athens,1930,20900
12510, Oceania,20,9300
12511,Papeete,1960,17200
12512,San Juan,1970,11600
12513,Yaren,1980,5400
12514,Noumea,1910,6500
12515, South-Eastern Asia,18,5400
12516,Nairobi,20,24100
12517, Europe,19,9300
12518,Lome,19,9300
12519, Western Africa,18,9000
12520, Western Asia,21,9000
12521,Kathmandu,1960,9300
12522,Brazzaville,1960,34400
12523,Canberra,1950,38600
12524,Port-au-Prince,1950,3100
12525,Sao Tome,1950,42800
12526,Honiara,1960,9300
12527,Chisinau,1950,34700
12528,Riga,1940,22200
12529,Phnom Penh,1950,9300
12530,Kuwait City,1960,11600
12531,Port Moresby,1960,17200
12532,Tehran,1920,24100
12533,Montevideo,1950,42800
12534, Eastern Africa,18,25800
12535,Vilnius,1930,34400
12536,Hagatna,1960,24100
12537, Americas,19,9300
12538,Abuja,19,20900
12539,Kinshasa,19,11600
12540, Eastern Africa,20,24100
12541, Asia,19,9300
12542, Melanesia,21,9000
12543,Tunis,20,20900
12544,Dushanbe,1940,11600
12545, Europe,19,6500
12546,Basseterre,1860,25800
12547,Saint Helier,1880,3100
12548,Brasilia,1860,9300
12549,Nouakchott,19,11600
12550,Tbilisi,1970,9300
12551, Asia,19,22200
12552,El-Aaiun,19,12400
12553, Oceania,20,5400
12554, Europe,19,34700
12555, Asia,19,6500
12556,Pago Pago,1920,20900
12557, Americas,19,9300
12558,Thimphu,1950,9000
12559,The Valley,1960,12400
12560,Santiago,1870,11600
12561, Americas,19,12400
12562,Rabat,19,9300
12563,Warsaw,1960,5400
12564,St. John's,1970,12400
12565,El-Aaiun,1940,9000
12566,Asuncion,1950,20900
12567, Americas,19,11600
12568, Europe,20,11600
12569,Hamilton,1940,12400
12570,Windhoek,1970,3100
12571,Djibouti,1950,25800
12572,Brussels,1960,9300
12573,Tallinn,1970,25800
12574, Asia,19,17200
12575,Algiers,1890,9000
12576, Oceania,20,20900
12577,Malabo,1970,34400
12578,Andorra la Vella,1970,9000
12579, Europe,19,11600
12580,Lima,1940,20900
12581,Bogota,1920,17200
12582, Southern Europe,18,9000
12583, Europe,20,34400
12584,El-Aaiun,1980,34400
12585,Vaduz,1960,5400
12586,Valletta,1950,12400
12587, Central Asia,18,12400
12588,Tarawa,1880,6500
12589, Asia,19,5400
12590,Vilnius,1970,25800
12591,Santo Domingo,1940,17200
12592,Brussels,1980,17200
12593,Riyadh,20,9000
12594,Moroni,20,25800
12595,Port Vila,1920,20900
12596,Palikir,1980,3100
12597,Tegucigalpa,1970,17200
12598,Nouakchott,1970,9000
12599,Tbilisi,1960,39500
12600,Berlin,1960,20900
12601,Podgorica,1960,9300
12602,Brazzaville,20,42800
12603,London,21,9300
12604,Bamako,1890,5400
12605,Nairobi,1930,24100
12606, Asia,19,39500
12607, Europe,20,9000
12608,Doha,1960,42800
12609,Longyearbyen,1940,12400
12610,Wellington,1960,39500
12611,Damascus,1960,34400
12612,Saint-Pierre,1920,6500
12613,Ashgabat,1940,6500
12614,Riyadh,1920,5400
12615,Basseterre,1900,6500
12616,Djibouti,1920,24100
12617,Havana,1950,17200
12618, Europe,19,9300
12619, Europe,19,9300
12620,Mamoudzou,1950,5400
12621,Kigali,1940,20900
12622,Banjul,1880,5400
12623, Asia,19,11600
12624,N'Djamena,1900,22200
12625,Managua,20,25800
12626,Banjul,1910,39500
12627,Rabat,20,3100
12628,Dakar,19,17200
12629,Suva,1940,6500
12630, Oceania,20,20900
12631, Europe,19,24100
12632,Asmara,19,9000
12633,Nuku'alofa,1890,25800
12634,Muscat,1900,9000
12635,Doha,1930,5400
12636,Bangkok,1900,17200
12637, Western Africa,21,3100
12638, Caribbean,20,9300
12639,Quito,1930,9300
12640,Noumea,1970,9300
12641,Phnom Penh,20,22200
12642,New Delhi,20,5400
12643,Seoul,20,6500
12644,Bujumbura,19,12400
12645,Kuala Lumpur,1970,20900
12646,Hanoi,1970,38600
12647,Apia,1940,6500
12648,Kingston,1890,9300
12649,Mamoudzou,1900,12400
12650, Americas,19,9300
12651,Dakar,1960,5400
12652,Diego Garcia,1940,12400
12653,Tashkent,1970,5400
12654, Eastern Africa,18,17200
12655, Eastern Africa,20,24100
12656,Bamako,1940,12400
12657, Oceania,20,6500
12658, Western Africa,21,20900
12659,Rabat,19,6500
12660,Panama City,1810,9000
12661,Islamabad,1990,9000
12662, Oceania,20,9000
12663,Saipan,1960,9000
12664, Melanesia,18,24100
12665, Australia and New Zealand,21,12400
12666,Cayenne,1940,11600
12667, Asia,19,3100
12668, Western Asia,18,9300
12669, Asia,19,12400
12670, Western Africa,21,42800
12671,Malabo,1900,17200
12672,Baghdad,1950,17200
12673, Eastern Africa,21,12400
12674, Southern Europe,21,17200
12675,Mexico City,1900,12400
12676,Banjul,1970,9300
12677,Jerusalem,1910,9000
12678, Europe,20,22200
12679,Pretoria,1970,5400
12680,Bratislava,1970,9300
12681,Bogota,1970,11600
12682,Juba,19,20900
12683,Tunis,19,6500
12684, Europe,20,9300
12685,Yaounde,1950,22200
12686,Doha,1930,12400
12687, Asia,19,6500
12688,Moroni,1970,9300
12689, Asia,19,9300
12690,Manama,1940,9300
12691,Windhoek,1890,6500
12692,Marigot,1900,12400
12693, Western Africa,21,22200
12694,Nuuk,20,34400
12695,Alofi,1970,24100
12696,Phnom Penh,1970,5400
12697,Budapest,1970,34400
12698,Paramaribo,1970,9000
12699, Asia,19,12400
12700,Fort-de-France,1970,9300
12701,Mamoudzou,19,22200
12702, South-Eastern Asia,21,9300
12703,Maputo,20,11600
12704, Europe,20,24100
12705,Khartoum,1950,12400
12706,Tripolis,1970,6500
12707, Europe,20,9300
12708,Santo Domingo,20,34400
12709,Vaduz,1970,12400
12710, Europe,20,24100
12711,Maputo,20,12400
12712,Bern,1970,11600
12713,Bamako,1960,9300
12714,Warsaw,1920,9300
12715,Bucharest,1930,11600
12716,Palikir,19,9000
12717,Suva,1940,9300
12718,Road Town,1940,6500
12719,Mamoudzou,19,12400
12720,Mogadishu,20,25800
12721,Avarua,1950,9300
12722,Brasilia,1930,5400
12723,Nairobi,1960,20900
12724,Papeete,1950,9000
12725,Addis Ababa,19,20900
12726,San Jose,1970,9000
12727,Bucharest,1940,9000
12728,Kingstown,1940,9300
12729,Antananarivo,1960,25800
12730,Yamoussoukro,1960,9000
12731,Banjul,1970,24100
12732,Caracas,1970,9300
12733, Europe,19,34400
12734,Hong Kong,1950,20900
12735,Helsinki,1950,6500
12736,Moscow,1960,20900
12737,Cockburn Town,1980,9300
12738,Canberra,1960,25800
12739,Basse-Terre,1970,20900
12740,Khartoum,1960,9000
12741,Suva,1870,9000
12742, Americas,19,3100
12743,Sao Tome,20,20900
12744,Tripolis,1890,12400
12745, Americas,19,11600
12746,Accra,1940,9300
12747,Guatemala City,1960,9300
12748,Basse-Terre,1900,11600
12749,Philipsburg,1950,12400
12750,Ashgabat,1940,17200
12751,Basse-Terre,1940,22200
12752,Santiago,20,17200
12753,Brussels,1980,17200
12754,Zagreb,1920,12400
12755, Europe,19,6500
12756,Manama,1970,12400
12757,Roseau,1970,11600
12758,Plymouth,1980,6500
12759,Manama,1960,17200
12760,Yaren,1960,6500
12761,Vientiane,20,11600
12762,Sucre,1920,6500
12763,Mata Utu,1920,9300
12764, Americas,19,9000
12765, Oceania,20,9300
12766,Gaborone,19,20900
12767,Dodoma,1960,22200
12768,Tehran,1820,6500
12769,Cairo,19,9300
12770,Lisbon,1890,24100
12771, Europe,19,11600
12772,Tripolis,20,9000
12773,Willemstad,1940,6500
12774,Saint-Denis,1960,38600
12775,Melekeok,1880,5400
12776, Europe,19,9000
12777,Tehran,1920,17200
12778,Damascus,1920,9300
12779,Kinshasa,1940,9000
12780,Georgetown,1940,11600
12781,Juba,19,39500
12782,Hagatna,1950,25800
12783,Baku,1950,9300
12784,Tbilisi,1910,6500
12785,Papeete,1930,3100
12786,Copenhagen,18,34700
12787, Asia,19,9300
12788, Europe,19,6500
12789,Lusaka,1930,9000
12790,Monaco,1930,12400
12791,Sanaa,1940,9300
12792,Tashkent,1930,6500
12793,Damascus,20,20900
12794, Europe,20,11600
12795,Thimphu,1960,17200
12796,Paramaribo,1970,17200
12797,Nuuk,20,9300
12798, Americas,19,24100
12799,Athens,1950,20900
12800,Abu Dhabi,1950,24100
12801,Ljubljana,1960,9000
12802,Tripolis,1960,9300
12803, Western Africa,21,9300
12804,Papeete,1950,20900
12805,Tbilisi,1940,9000
12806,El-Aaiun,1950,11600
12807,Riga,1940,11600
12808,Bissau,1940,25800
12809,Nay Pyi Taw,1950,3100
12810,Santo Domingo,20,11600
12811,Honiara,19,20900
12812,Prague,1940,25800
12813,Bogota,1970,11600
12814,London,1950,5400
12815,San Salvador,1940,9000
12816,St. John's,1930,9000
12817,Belmopan,20,9000
12818,Plymouth,1970,34400
12819,San Salvador,1940,22200
12820, Oceania,20,34700
12821,Tokyo,1950,9300
12822,Monrovia,19,5400
12823,Buenos Aires,1940,25800
12824,Ankara,1920,5400
12825,Beijing,1970,9300
12826,Hanoi,1930,12400
12827,Melekeok,1960,6500
12828,Maputo,19,12400
12829,Papeete,1940,17200
12830,Fort-de-France,20,9300
12831, Polynesia,21,9300
12832,Basseterre,1970,9000
12833,Kigali,1940,9000
12834,The Valley,1950,20900
12835,Mexico City,1960,24100
12836,Bogota,1940,20900
12837,Zagreb,1970,9300
12838,Port-au-Prince,1970,22200
12839, Europe,19,9000
12840,Roseau,1930,5400
12841,Rabat,21,22200
12842,Wellington,19,17200
12843,Niamey,19,20900
12844, Americas,19,9000
12845,Niamey,19,17200
12846, Americas,19,11600
12847,Brazzaville,19,5400
12848,Avarua,1860,20900
12849, Europe,19,34400
12850, Eastern Africa,18,5400
12851,Sanaa,20,11600
12852, Europe,19,20900
12853,Managua,1960,9300
12854,San Juan,1950,6500
12855, Americas,19,5400
12856,Bern,1950,6500
12857, Caribbean,18,11600
12858,Manama,1970,11600
12859,Santiago,1970,25800
12860, Americas,19,6500
12861,Bamako,19,6500
12862,Guatemala City,1930,6500
12863, Americas,19,9300
12864,Belmopan,1930,6500
12865, Europe,19,12400
12866,Tripolis,1910,11600
12867,Baghdad,20,5400
12868,Nay Pyi Taw,1960,9300
12869,Madrid,1900,9000
12870,Mamoudzou,1910,11600
12871,Lisbon,1920,34400
12872,Pristina,1960,9000
12873,Port-au-Prince,1910,34700
12874,San Juan,1940,20900
12875,Managua,1930,12400
12876,Cairo,1930,20900
12877,Riyadh,1920,22200
12878,Brussels,1940,9000
12879,Saint-Denis,19,12400
12880,Male,1940,9300
12881,Manama,1940,22200
12882,Accra,1930,6500
12883,Khartoum,19,22200
12884,Madrid,1940,22200
12885,Port Vila,1950,17200
12886,Pristina,1850,34400
12887,Kiev,1950,9300
12888, Northern Europe,18,9300
12889,Washington,1910,22200
12890,Yaren,1940,17200
12891,Yerevan,1910,5400
12892,Mbabane,1910,25800
12893, Europe,19,9000
12894,Budapest,1960,6500
12895,Kralendijk,1900,25800
12896,Bandar Seri Begawan,1970,25800
12897,Plymouth,1950,11600
12898,"Douglas, Isle of Man",1880,6500
12899,Jamestown,1970,24100
12900,Havana,1890,12400
12901,Colombo,1970,25800
12902,Hagatna,1940,38600
12903,Kuwait City,1970,9300
12904,Adamstown,1920,11600
12905,Kuwait City,1940,20900
12906,Kingston,1910,24100
12907,Victoria,1940,22200
12908,San Juan,1920,9000
12909,Cayenne,1920,9300
12910,Avarua,1890,9300
12911,Saint-Denis,1870,20900
12912,Mamoudzou,19,12400
12913, Americas,19,3100
12914, Americas,19,12400
12915,Adamstown,19,9000
12916,Ouagadougou,1870,6500
12917,Tbilisi,1890,17200
12918,Avarua,1880,9300
12919,Lome,1890,17200
12920,Mamoudzou,19,9000
12921, Americas,19,11600
12922,Havana,1880,11600
12923, Europe,19,6500
12924,Damascus,1890,12400
12925,Kabul,1880,6500
12926, Asia,19,38600
12927,Khartoum,19,9000
12928, Europe,19,9300
12929,Noumea,1960,9300
12930,Diego Garcia,1960,5400
12931,Paris,1910,12400
12932,Singapur,1940,42800
12933, Asia,19,12400
12934,Mbabane,19,25800
12935,Tripolis,1890,12400
12936,Washington,1910,9300
12937,Ulan Bator,1930,20900
12938, Europe,19,9300
12939,Abu Dhabi,20,11600
12940,Washington,1970,17200
12941,Pristina,1970,9000
12942,Nassau,1900,17200
12943,Colombo,1890,6500
12944, Asia,19,20900
12945,Hong Kong,1880,24100
12946, Europe,19,3100
12947,Brussels,1930,9000
12948,Andorra la Vella,1970,5400
12949,Tehran,1930,34700
12950, Americas,19,38600
12951,Apia,19,9300
12952, Americas,19,20900
12953,Ankara,1950,11600
12954,Lisbon,1960,9300
12955,Macao,1940,34400
12956,Antananarivo,1940,25800
12957,Dodoma,1950,12400
12958, Europe,19,20900
12959,Pretoria,20,43100
12960,Sucre,1930,20900
12961,Luxembourg,1940,9300
12962,Philipsburg,1920,9300
12963,Suva,1850,6500
12964,Luxembourg,1950,12400
12965,Stockholm,1940,24100
12966,Diego Garcia,19,11600
12967,Port Louis,1900,9000
12968,Canberra,19,9300
12969,Sanaa,1940,6500
12970,Kampala,1940,9300
12971, Asia,19,20900
12972,Bogota,1910,34400
12973,Chisinau,1910,20900
12974,Tallinn,1930,38600
12975,Luxembourg,1910,5400
12976,Pristina,1950,17200
12977,Ashgabat,1940,17200
12978,Berlin,1940,12400
12979,Niamey,1950,9300
12980,Hanoi,1960,20900
12981,Bishkek,1950,12400
12982,Amsterdam,1960,11600
12983, Asia,19,17200
12984,Noumea,1970,22200
12985,Port-aux-Francais,1950,9000
12986,Manama,1960,9300
12987,Adamstown,19,12400
12988,Taipei,1890,24100
12989,Kingston,1890,3100
12990,Accra,1970,12400
12991,Jakarta,1940,20900
12992,Kampala,1960,20900
12993,Yerevan,1950,6500
12994,Yaounde,19,22200
12995, Asia,19,24100
12996, Europe,19,17200
12997,Noumea,19,34400
12998, Americas,19,12400
12999,Jerusalem,1890,9300
13000,Pretoria,1900,11600
13001, Americas,19,43100
13002,Minsk,1910,11600
13003,Roseau,1890,20900
13004,Antananarivo,1910,3100
13005, South America,21,20900
13006,Vaduz,1890,9300
13007, Southern Europe,18,24100
13008,Ouagadougou,1900,9300
13009, Americas,19,9000
13010, Asia,19,9300
13011,Freetown,20,5400
13012, Southern Europe,21,5400
13013,Hagatna,1920,17200
13014,Tunis,1960,3100
13015,El-Aaiun,1970,9300
13016,Kingston,1900,9300
13017,Basseterre,1900,24100
13018,Djibouti,1940,17200
13019,Kuwait City,1970,9300
13020,Athens,1900,9300
13021,Saipan,19,3100
13022,Paris,1970,17200
13023,Yamoussoukro,19,9000
13024, Oceania,20,34700
13025,Majuro,1880,9300
13026,Havana,1880,9000
13027,Mariehamn,1970,12400
13028,Maseru,1950,9000
13029,Bogota,1940,9300
13030,Hong Kong,1940,6500
13031,West Island,19,34700
13032,N'Djamena,1960,12400
13033,Lusaka,1890,9000
13034,Mariehamn,1890,11600
13035, Americas,19,22200
13036, Asia,19,11600
13037,Santiago,1900,20900
13038,Tunis,1910,24100
13039,Doha,1920,9000
13040,Maseru,1950,9000
13041,Amsterdam,1940,6500
13042,Asuncion,1930,24100
13043,Hamilton,1960,11600
13044,Port Moresby,1920,43100
13045,Riga,1950,25800
13046,Ouagadougou,20,5400
13047,Riyadh,1920,9000
13048,Helsinki,1920,9300
13049,El-Aaiun,1930,11600
13050,Port-au-Prince,1930,45500
13051,Port of Spain,1920,11600
13052,Islamabad,1920,12400
13053,Beirut,1970,25800
13054,Cairo,1960,9000
13055,Madrid,1900,17200
13056,Canberra,1940,6500
13057,Vilnius,1930,6500
13058,Saipan,1900,5400
13059, Oceania,20,3100
13060,Accra,1950,12400
13061,Paris,1940,25800
13062,Willemstad,1950,12400
13063,Accra,1960,20900
13064,Longyearbyen,1970,11600
13065, Europe,20,6500
13066,Chisinau,1910,9000
13067,Dakar,20,11600
13068,Basseterre,1970,5400
13069, Eastern Africa,18,25800
13070,Monrovia,1900,22200
13071, Europe,19,20900
13072,Port-aux-Francais,1930,9300
13073,Kiev,1940,9300
13074,Vatican City,1810,5400
13075,Helsinki,1950,17200
13076,Victoria,1960,12400
13077,Tripolis,1910,6500
13078,Moroni,20,25800
13079,Algiers,1940,9300
13080,Mariehamn,1890,9000
13081,Ankara,1960,6500
13082,Bandar Seri Begawan,20,9000
13083,Honiara,1930,9300
13084,Dakar,20,5400
13085,Majuro,19,11600
13086,Oranjestad,1940,6500
13087,Skopje,1970,45500
13088,Tallinn,1940,17200
13089,Sao Tome,1950,5400
13090,Tallinn,1950,12400
13091,Gaborone,1940,17200
13092,Bucharest,1950,20900
13093, Oceania,20,11600
13094,Basseterre,1920,9300
13095,Grytviken,1950,17200
13096,Tehran,1980,11600
13097,Stanley,1960,12400
13098,San Jose,1960,12400
13099, Europe,20,3100
13100,Cairo,1920,22200
13101,Beijing,1930,9300
13102,Dhaka,1940,22200
13103,Hamilton,1930,17200
13104,Antananarivo,1950,5400
13105,Nairobi,1930,9300
13106,Bangkok,1930,3100
13107,Stanley,20,9300
13108,Rome,1930,12400
13109,Dushanbe,1940,34400
13110, Europe,20,9300
13111,Saint-Denis,1920,3100
13112,Torshavn,1930,17200
13113,Kingston,1920,9300
13114,Stockholm,1920,6500
13115,Kuwait City,1920,9300
13116,Copenhagen,1930,9300
13117,Valletta,1930,9300
13118,Khartoum,1940,11600
13119,Maseru,1920,12400
13120,Yamoussoukro,1930,24100
13121,Kuwait City,20,9000
13122,Bishkek,1930,9300
13123,Thimphu,1910,9000
13124,Tokyo,1950,9000
13125,Nicosia,1940,6500
13126,Managua,20,9300
13127,Bern,1910,22200
13128,Phnom Penh,1920,12400
13129,Torshavn,1930,11600
13130,Torshavn,1940,11600
13131,Moscow,1940,12400
13132,Yerevan,1930,5400
13133,Mata Utu,1910,9000
13134,Rome,1920,9000
13135,Pristina,1940,9300
13136,Damascus,1930,9000
13137,Vientiane,1900,11600
13138,Prague,1920,12400
13139,Singapur,1920,11600
13140,Dakar,1930,34700
13141,Saint-Pierre,1910,9300
13142,Kralendijk,1940,3100
13143,Port-aux-Francais,1920,6500
13144, Americas,19,17200
13145,Buenos Aires,1940,9300
13146,Adamstown,1910,17200
13147,East Jerusalem,1890,24100
13148, Europe,19,6500
13149,Gustavia,1900,25800
13150,Brussels,1900,11600
13151,Brasilia,1900,9000
13152, Oceania,20,22200
13153,Washington,1900,17200
13154,Moroni,1900,20900
13155,Basse-Terre,1900,9000
13156,Quito,1910,6500
13157,Nay Pyi Taw,1900,20900
13158,Yaounde,1910,34400
13159, Oceania,20,17200
13160,Guatemala City,1910,5400
13161,Port-au-Prince,1900,6500
13162,Bratislava,1910,6500
13163,Hong Kong,1920,12400
13164,Prague,1910,20900
13165,Victoria,1900,3100
13166, Asia,19,22200
13167, Asia,19,6500
13168, Western Asia,18,42800
13169,Apia,1920,20900
13170,Grytviken,1940,22200
13171, Americas,19,5400
13172, Europe,19,6500
13173,Skopje,1970,25800
13174,Tripolis,1960,17200
13175,Avarua,1970,11600
13176,Caracas,1940,9000
13177,Kuala Lumpur,1900,43100
13178,Thimphu,1920,22200
13179,Yaren,1910,20900
13180,Seoul,1920,3100
13181,Yaounde,1940,17200
13182,Bucharest,1970,5400
13183,Noumea,1930,11600
13184,Roseau,1970,20900
13185,Pristina,1930,5400
13186,Ouagadougou,1960,6500
13187,Algiers,1960,17200
13188,Budapest,1940,11600
13189,Hong Kong,1950,20900
13190,Amman,21,12400
13191,Flying Fish Cove,1930,5400
13192,Macao,1950,11600
13193,Guatemala City,1850,17200
13194, Western Asia,18,9000
13195,Pyongyang,1920,20900
13196,Grytviken,21,34700
13197,Pristina,1970,20900
13198,Helsinki,1970,6500
13199,Vaduz,1920,9300
13200,Ashgabat,20,20900
13201, Americas,19,9300
13202,Rome,1970,11600
13203,Male,1970,20900
13204,Beirut,1970,9300
13205,Torshavn,1930,22200
13206,Tokyo,1920,12400
13207,Freetown,1970,9000
13208,Sucre,1940,12400
13209,Thimphu,1960,9300
13210,Hagatna,1960,9000
13211,Longyearbyen,1990,9300
13212, Oceania,20,9300
13213,Tashkent,20,9000
13214,Kingston,1940,5400
13215,Port of Spain,1960,20900
13216, Central America,18,9000
13217,Dushanbe,1960,25800
13218,Guatemala City,1960,9300
13219,Ottawa,1920,20900
13220,Sucre,20,24100
13221,Bujumbura,19,5400
13222,Beijing,1940,9000
13223,Singapur,20,9300
13224,Avarua,1970,9000
13225,Antananarivo,19,17200
13226,Riyadh,1950,5400
13227, Asia,19,9300
13228,Antananarivo,1950,9300
13229,Paramaribo,20,9300
13230, Asia,19,17200
13231,Jamestown,1920,42800
13232,Reykjavik,1970,9300
13233, Micronesia,21,11600
13234, Oceania,20,12400
13235,Alofi,1970,22200
13236,Porto-Novo,1970,6500
13237,Bridgetown,1970,25800
13238,Kralendijk,1920,5400
13239,Helsinki,1920,11600
13240,George Town,1960,45500
13241,San Jose,1920,20900
