,city,century,Income ($)
12178,Nairobi,19,6500
12179,Kingston,20,9000
12180,Hong Kong,20,22200
12181,Helsinki,20,3100
12182,Port of Spain,20,9300
12183,Wellington,20,12400
12184,Diego Garcia,20,34400
12185,Ljubljana,20,20900
12186,Gaborone,20,12400
12187,Basseterre,20,6500
12188,Havana,20,12400
12189,Ljubljana,20,5400
12190,Wellington,20,11600
12191,"Douglas, Isle of Man",20,9300
12192,Hanoi,20,12400
12193,Tirana,20,22200
12194,Lusaka,19,11600
12195,Funafuti,20,9000
12196,Helsinki,20,6500
12197,Reykjavik,20,9000
12198,Algiers,20,9300
12199,Bujumbura,19,9000
12200,Mexico City,20,6500
12201,Nouakchott,20,22200
12202,Pago Pago,19,6500
12203,Banjul,20,6500
12204,Asmara,20,5400
12205,Colombo,20,9000
12206,Harare,19,11600
12207,Bissau,19,9000
12208,Noumea,19,17200
12209,Helsinki,20,9000
12210,Dili,20,5400
12211,Accra,20,6500
12212,Kathmandu,20,5400
12213,Lusaka,19,5400
12214,Nuku'alofa,19,22200
12215,El-Aaiun,20,3100
12216,Bissau,18,24100
12217,Avarua,20,9300
12218,Valletta,20,9300
12219,Dublin,20,9300
12220,Dakar,20,9300
12221,Porto-Novo,20,6500
12222,Asuncion,20,11600
12223,Tripolis,19,3100
12224,Port Vila,20,5400
12225,Lilongwe,20,5400
12226,Hong Kong,19,11600
12227,San Jose,19,5400
12228,Papeete,19,17200
12229,New Delhi,19,9300
12230,Maseru,19,11600
12231,Antananarivo,20,9300
12232,Suva,20,9000
12233,Yaren,20,9000
12234,London,20,9300
12235,George Town,20,11600
12236,Plymouth,20,34700
12237,Georgetown,20,17200
12238,San Juan,20,11600
12239,Kingstown,20,20900
12240,Monrovia,20,12400
12241,Colombo,20,3100
12242,Minsk,20,22200
12243,Canberra,20,20900
12244,Ulan Bator,20,24100
12245,Flying Fish Cove,20,24100
12246,St. George's,20,43100
12247,Monrovia,20,12400
12248,Montevideo,20,11600
12249,Beirut,20,9300
12250,Tripolis,20,22200
12251,Phnom Penh,20,9300
12252,"Douglas, Isle of Man",20,17200
12253,Port Moresby,20,9000
12254,Suva,20,11600
12255,Dili,19,24100
12256,St. George's,20,17200
12257,Kinshasa,20,9300
12258,Abuja,20,9000
12259,Belgrade,20,9000
12260,Helsinki,20,6500
12261,Saint Helier,20,11600
12262,Copenhagen,20,22200
12263,Brussels,20,38600
12264,Road Town,20,12400
12265,Buenos Aires,20,34700
12266,East Jerusalem,20,17200
12267,Pyongyang,20,17200
12268,Saipan,20,12400
12269,Copenhagen,20,9300
12270,Belgrade,20,9000
12271,Astana,20,17200
12272,Adamstown,20,5400
12273,Ulan Bator,19,17200
12274,Santo Domingo,20,11600
12275,Kathmandu,20,9300
12276,Skopje,20,17200
12277,Bangui,19,5400
12278,Bern,20,20900
12279,Beijing,20,12400
12280,Banjul,20,11600
12281,El-Aaiun,20,11600
12282,Monaco,20,9000
12283,Belgrade,20,11600
12284,Avarua,20,12400
12285,Mata Utu,20,12400
12286,Alofi,20,22200
12287,New Delhi,20,6500
12288,Riyadh,19,9300
12289,Sarajevo,20,34400
12290,Port Louis,20,3100
12291,Astana,20,12400
12292,Belgrade,20,5400
12293,Tegucigalpa,19,11600
12294,Libreville,20,9300
12295,Mata Utu,20,9000
12296,Diego Garcia,20,22200
12297,Zagreb,20,9300
12298,Budapest,20,6500
12299,Antananarivo,20,49000
12300,Yamoussoukro,20,22200
12301,Nuku'alofa,20,12400
12302,Brazzaville,20,6500
12303,Ankara,20,12400
12304,Vienna,20,6500
12305,Quito,20,11600
12306,West Island,19,5400
12307,Canberra,20,5400
12308,Porto-Novo,20,20900
12309,Cairo,20,6500
12310,Gaborone,20,11600
12311,Hamilton,20,39500
12312,Chisinau,20,34400
12313,Gibraltar,20,12400
12314,Port-au-Prince,20,9300
12315,Tegucigalpa,20,11600
12316,Apia,20,24100
12317,Stanley,20,17200
12318,West Island,20,3100
12319,Kampala,19,9000
12320,George Town,20,3100
12321,Mogadishu,20,9300
12322,Saint-Pierre,20,9300
12323,Dublin,20,6500
12324,Riga,20,24100
12325,Damascus,20,12400
12326,Santo Domingo,20,9300
12327,Praia,20,34700
12328,Thimphu,20,17200
12329,Khartoum,20,9000
12330,Madrid,20,17200
12331,Grytviken,21,11600
12332,San Marino,20,9000
12333,Kathmandu,20,20900
12334,Dili,20,6500
12335,Beijing,20,17200
12336,Funafuti,20,9300
12337,Lilongwe,20,12400
12338,Gustavia,19,5400
12339,Vaduz,20,9300
12340,Budapest,20,12400
12341,Abu Dhabi,20,11600
12342,Bandar Seri Begawan,20,9300
12343,Noumea,20,5400
12344,Gaborone,20,22200
12345,N'Djamena,20,9300
12346,Bandar Seri Begawan,20,9300
12347,Manama,20,17200
12348,Khartoum,20,9300
12349, Africa,21,9000
12350,Banjul,20,20900
12351,Kralendijk,20,5400
12352,Porto-Novo,20,34700
12353,Wellington,20,5400
12354,Kralendijk,20,9000
12355,Beijing,19,17200
12356,Papeete,20,9300
12357,Gustavia,20,9300
12358,Dakar,20,12400
12359,St. George's,20,12400
12360,Sofia,20,20900
12361,Seoul,20,11600
12362,Athens,20,9300
12363,Vatican City,19,6500
12364,Beirut,20,9000
12365,Mexico City,20,22200
12366,Kingston,20,12400
12367,Port of Spain,20,9000
12368,Gustavia,20,11600
12369,Seoul,20,3100
12370,Kampala,20,17200
12371,Mariehamn,20,43100
12372,Bandar Seri Begawan,20,11600
12373,Hong Kong,20,9300
12374,Willemstad,20,9300
12375,Mamoudzou,20,5400
12376,Port of Spain,20,12400
12377,Oranjestad,20,9300
12378,Mexico City,19,5400
12379,Ottawa,19,17200
12380,Harare,19,17200
12381,Pyongyang,20,17200
12382,Brazzaville,20,3100
12383,Khartoum,20,17200
12384,Taipei,19,9000
12385,Sofia,20,12400
12386,Tallinn,20,12400
12387,Accra,20,22200
12388,St Peter Port,20,34700
12389,Porto-Novo,20,42800
12390,Zagreb,20,34400
12391,St. John's,21,9300
12392,Bridgetown,20,17200
12393,St. George's,19,22200
12394,Vilnius,19,22200
12395,Brazzaville,20,9000
12396,Tarawa,19,12400
12397,George Town,19,22200
12398,Freetown,20,9300
12399,Gustavia,20,5400
12400,Philipsburg,20,9000
12401,Nouakchott,20,9000
12402,Ashgabat,19,17200
12403,Malabo,19,9000
12404,Manama,20,9300
12405,Lusaka,20,17200
12406,Nairobi,20,9300
12407,Prague,20,6500
12408,Adamstown,20,9300
12409,Saint-Pierre,20,25800
12410,Vatican City,20,12400
12411,Noumea,20,9300
12412,Andorra la Vella,20,17200
12413,Nouakchott,20,25800
12414,San Juan,20,24100
12415,Rome,20,6500
12416,Yamoussoukro,20,9300
12417,Minsk,20,22200
12418,Valletta,19,9000
12419,Oranjestad,20,22200
12420,Nay Pyi Taw,20,20900
12421,Budapest,20,11600
12422,Rome,20,11600
12423,Wellington,20,17200
12424,Amman,19,9300
12425,Panama City,20,9000
12426,Asuncion,19,12400
12427,Oslo,20,3100
12428,Jakarta,20,22200
12429,Sofia,20,9300
12430,East Jerusalem,20,9000
12431,Windhoek,20,12400
12432,Budapest,21,39500
12433,Budapest,19,5400
12434,Manila,20,25800
12435,Djibouti,20,25800
12436,San Marino,19,17200
12437,Saint Helier,20,20900
12438,Sofia,20,11600
12439,Madrid,20,17200
12440,Luxembourg,20,5400
12441,Basseterre,20,9000
12442,Bamako,20,11600
12443,Macao,20,34400
12444,Malabo,20,9000
12445,Bucharest,20,11600
12446,Kingstown,20,45500
12447,Abu Dhabi,19,6500
12448,Sarajevo,19,34400
12449,Nicosia,19,34700
12450,Nay Pyi Taw,20,25800
12451,Suva,19,9000
12452,Tehran,20,9300
12453,Longyearbyen,20,20900
12454,Santiago,20,12400
12455,Bern,20,9300
12456,Belgrade,20,9300
12457,Papeete,20,9300
12458,Dublin,19,9000
12459,Torshavn,19,9000
12460,Paris,20,5400
12461,Ulan Bator,20,20900
12462, Caribbean,18,9000
12463,Maputo,20,11600
12464, Western Europe,21,6500
12465,Managua,20,6500
12466,Bamako,19,9000
12467,Tirana,20,3100
12468,Ashgabat,20,11600
12469,Tirana,20,9300
12470,Philipsburg,20,6500
12471,Dili,20,5400
12472,Kingstown,20,17200
12473,Berlin,20,9300
12474,Washington,20,9300
12475,Amman,20,9300
12476,The Valley,20,9000
12477,Longyearbyen,20,5400
12478,Kuala Lumpur,19,11600
12479,Nay Pyi Taw,20,17200
12480,Dushanbe,20,17200
12481,Manila,20,9000
12482, Central America,21,25800
12483,George Town,20,17200
12484,Prague,20,9300
12485,Windhoek,20,5400
12486,Rome,20,22200
12487,Addis Ababa,20,9300
12488,Budapest,19,9300
12489,Berlin,19,9300
12490,Melekeok,20,17200
12491,Budapest,20,11600
12492,Hagatna,20,9300
12493,Port-au-Prince,20,9300
12494,Rabat,20,17200
12495,Kingston,20,9000
12496,San Salvador,20,22200
12497,Paris,20,11600
12498,Kinshasa,20,22200
12499,Baghdad,18,20900
12500,Bern,20,9000
12501,Wellington,19,25800
12502,Dili,19,22200
12503,Kingstown,18,9000
12504,Oslo,20,9000
12505,Longyearbyen,20,6500
12506,San Marino,20,25800
12507,Canberra,20,20900
12508,Nay Pyi Taw,20,9300
12509,Athens,20,20900
12510,Flying Fish Cove,20,9300
12511,Papeete,20,17200
12512,San Juan,20,11600
12513,Yaren,20,5400
12514,Noumea,20,6500
12515,Hanoi,18,5400
12516,Nairobi,20,24100
12517,Skopje,19,9300
12518,Lome,19,9300
12519,Praia,18,9000
12520, Asia,21,9000
12521,Kathmandu,20,9300
12522,Brazzaville,20,34400
12523,Canberra,20,38600
12524,Port-au-Prince,20,3100
12525,Sao Tome,20,42800
12526,Honiara,20,9300
12527,Chisinau,20,34700
12528,Riga,20,22200
12529,Phnom Penh,20,9300
12530,Kuwait City,20,11600
12531,Port Moresby,20,17200
12532,Tehran,20,24100
12533,Montevideo,20,42800
12534,Harare,18,25800
12535,Vilnius,20,34400
12536,Hagatna,20,24100
12537,Montevideo,19,9300
12538,Abuja,19,20900
12539,Kinshasa,19,11600
12540,Mamoudzou,20,24100
12541,Baghdad,19,9300
12542,Noumea,21,9000
12543,Tunis,20,20900
12544,Dushanbe,20,11600
12545,Torshavn,19,6500
12546,Basseterre,19,25800
12547,Saint Helier,19,3100
12548,Brasilia,19,9300
12549,Nouakchott,19,11600
12550,Tbilisi,20,9300
12551,Nay Pyi Taw,19,22200
12552,El-Aaiun,19,12400
12553,West Island,20,5400
12554,Dublin,19,34700
12555,New Delhi,19,6500
12556,Pago Pago,20,20900
12557,Marigot,19,9300
12558,Thimphu,20,9000
12559,The Valley,20,12400
12560,Santiago,19,11600
12561,Stanley,19,12400
12562,Rabat,19,9300
12563,Warsaw,20,5400
12564,St. John's,20,12400
12565,El-Aaiun,20,9000
12566,Asuncion,20,20900
12567,Kralendijk,19,11600
12568,Mariehamn,20,11600
12569,Hamilton,20,12400
12570,Windhoek,20,3100
12571,Djibouti,20,25800
12572,Brussels,20,9300
12573,Tallinn,20,25800
12574,Dhaka,19,17200
12575,Algiers,19,9000
12576,Melekeok,20,20900
12577,Malabo,20,34400
12578,Andorra la Vella,20,9000
12579,Sofia,19,11600
12580,Lima,20,20900
12581,Bogota,20,17200
12582, Europe,18,9000
12583,Monaco,20,34400
12584,El-Aaiun,20,34400
12585,Vaduz,20,5400
12586,Valletta,20,12400
12587,Bishkek,18,12400
12588,Tarawa,19,6500
12589,Kuala Lumpur,19,5400
12590,Vilnius,20,25800
12591,Santo Domingo,20,17200
12592,Brussels,20,17200
12593,Riyadh,20,9000
12594,Moroni,20,25800
12595,Port Vila,20,20900
12596,Palikir,20,3100
12597,Tegucigalpa,20,17200
12598,Nouakchott,20,9000
12599,Tbilisi,20,39500
12600,Berlin,20,20900
12601,Podgorica,20,9300
12602,Brazzaville,20,42800
12603,London,21,9300
12604,Bamako,19,5400
12605,Nairobi,20,24100
12606,Yerevan,19,39500
12607,Budapest,20,9000
12608,Doha,20,42800
12609,Longyearbyen,20,12400
12610,Wellington,20,39500
12611,Damascus,20,34400
12612,Saint-Pierre,20,6500
12613,Ashgabat,20,6500
12614,Riyadh,20,5400
12615,Basseterre,20,6500
12616,Djibouti,20,24100
12617,Havana,20,17200
12618,San Marino,19,9300
12619,Bern,19,9300
12620,Mamoudzou,20,5400
12621,Kigali,20,20900
12622,Banjul,19,5400
12623,Hanoi,19,11600
12624,N'Djamena,20,22200
12625,Managua,20,25800
12626,Banjul,20,39500
12627,Rabat,20,3100
12628,Dakar,19,17200
12629,Suva,20,6500
12630,Apia,20,20900
12631,Berlin,19,24100
12632,Asmara,19,9000
12633,Nuku'alofa,19,25800
12634,Muscat,20,9000
12635,Doha,20,5400
12636,Bangkok,20,17200
12637, Africa,21,3100
12638,Marigot,20,9300
12639,Quito,20,9300
12640,Noumea,20,9300
12641,Phnom Penh,20,22200
12642,New Delhi,20,5400
12643,Seoul,20,6500
12644,Bujumbura,19,12400
12645,Kuala Lumpur,20,20900
12646,Hanoi,20,38600
12647,Apia,20,6500
12648,Kingston,19,9300
12649,Mamoudzou,20,12400
12650,Washington,19,9300
12651,Dakar,20,5400
12652,Diego Garcia,20,12400
12653,Tashkent,20,5400
12654,Addis Ababa,18,17200
12655,Addis Ababa,20,24100
12656,Bamako,20,12400
12657,Mata Utu,20,6500
12658, Africa,21,20900
12659,Rabat,19,6500
12660,Panama City,19,9000
12661,Islamabad,20,9000
12662,Honiara,20,9000
12663,Saipan,20,9000
12664, Melanesia,18,24100
12665,West Island,21,12400
12666,Cayenne,20,11600
12667,Seoul,19,3100
12668,Amman,18,9300
12669,Bandar Seri Begawan,19,12400
12670, Africa,21,42800
12671,Malabo,20,17200
12672,Baghdad,20,17200
12673, Africa,21,12400
12674,Andorra la Vella,21,17200
12675,Mexico City,20,12400
12676,Banjul,20,9300
12677,Jerusalem,20,9000
12678,Belgrade,20,22200
12679,Pretoria,20,5400
12680,Bratislava,20,9300
12681,Bogota,20,11600
12682,Juba,19,20900
12683,Tunis,19,6500
12684,Amsterdam,20,9300
12685,Yaounde,20,22200
12686,Doha,20,12400
12687,Hanoi,19,6500
12688,Moroni,20,9300
12689,Kuala Lumpur,19,9300
12690,Manama,20,9300
12691,Windhoek,19,6500
12692,Marigot,20,12400
12693, Africa,21,22200
12694,Nuuk,20,34400
12695,Alofi,20,24100
12696,Phnom Penh,20,5400
12697,Budapest,20,34400
12698,Paramaribo,20,9000
12699,East Jerusalem,19,12400
12700,Fort-de-France,20,9300
12701,Mamoudzou,19,22200
12702, Asia,21,9300
12703,Maputo,20,11600
12704,Minsk,20,24100
12705,Khartoum,20,12400
12706,Tripolis,20,6500
12707,Oslo,20,9300
12708,Santo Domingo,20,34400
12709,Vaduz,20,12400
12710,Amsterdam,20,24100
12711,Maputo,20,12400
12712,Bern,20,11600
12713,Bamako,20,9300
12714,Warsaw,20,9300
12715,Bucharest,20,11600
12716,Palikir,19,9000
12717,Suva,20,9300
12718,Road Town,20,6500
12719,Mamoudzou,19,12400
12720,Mogadishu,20,25800
12721,Avarua,20,9300
12722,Brasilia,20,5400
12723,Nairobi,20,20900
12724,Papeete,20,9000
12725,Addis Ababa,19,20900
12726,San Jose,20,9000
12727,Bucharest,20,9000
12728,Kingstown,20,9300
12729,Antananarivo,20,25800
12730,Yamoussoukro,20,9000
12731,Banjul,20,24100
12732,Caracas,20,9300
12733,Helsinki,19,34400
12734,Hong Kong,20,20900
12735,Helsinki,20,6500
12736,Moscow,20,20900
12737,Cockburn Town,20,9300
12738,Canberra,20,25800
12739,Basse-Terre,20,20900
12740,Khartoum,20,9000
12741,Suva,19,9000
12742,Cockburn Town,19,3100
12743,Sao Tome,20,20900
12744,Tripolis,19,12400
12745,Kralendijk,19,11600
12746,Accra,20,9300
12747,Guatemala City,20,9300
12748,Basse-Terre,20,11600
12749,Philipsburg,20,12400
12750,Ashgabat,20,17200
12751,Basse-Terre,20,22200
12752,Santiago,20,17200
12753,Brussels,20,17200
12754,Zagreb,20,12400
12755,Nicosia,19,6500
12756,Manama,20,12400
12757,Roseau,20,11600
12758,Plymouth,20,6500
12759,Manama,20,17200
12760,Yaren,20,6500
12761,Vientiane,20,11600
12762,Sucre,20,6500
12763,Mata Utu,20,9300
12764,San Jose,19,9000
12765,Nuku'alofa,20,9300
12766,Gaborone,19,20900
12767,Dodoma,20,22200
12768,Tehran,19,6500
12769,Cairo,19,9300
12770,Lisbon,19,24100
12771,Nicosia,19,11600
12772,Tripolis,20,9000
12773,Willemstad,20,6500
12774,Saint-Denis,20,38600
12775,Melekeok,19,5400
12776,Podgorica,19,9000
12777,Tehran,20,17200
12778,Damascus,20,9300
12779,Kinshasa,20,9000
12780,Georgetown,20,11600
12781,Juba,19,39500
12782,Hagatna,20,25800
12783,Baku,20,9300
12784,Tbilisi,20,6500
12785,Papeete,20,3100
12786, Europe,18,34700
12787,Manila,19,9300
12788,"Douglas, Isle of Man",19,6500
12789,Lusaka,20,9000
12790,Monaco,20,12400
12791,Sanaa,20,9300
12792,Tashkent,20,6500
12793,Damascus,20,20900
12794,Belgrade,20,11600
12795,Thimphu,20,17200
12796,Paramaribo,20,17200
12797,Nuuk,20,9300
12798,Grytviken,19,24100
12799,Athens,20,20900
12800,Abu Dhabi,20,24100
12801,Ljubljana,20,9000
12802,Tripolis,20,9300
12803, Africa,21,9300
12804,Papeete,20,20900
12805,Tbilisi,20,9000
12806,El-Aaiun,20,11600
12807,Riga,20,11600
12808,Bissau,20,25800
12809,Nay Pyi Taw,20,3100
12810,Santo Domingo,20,11600
12811,Honiara,19,20900
12812,Prague,20,25800
12813,Bogota,20,11600
12814,London,20,5400
12815,San Salvador,20,9000
12816,St. John's,20,9000
12817,Belmopan,20,9000
12818,Plymouth,20,34400
12819,San Salvador,20,22200
12820,Wellington,20,34700
12821,Tokyo,20,9300
12822,Monrovia,19,5400
12823,Buenos Aires,20,25800
12824,Ankara,20,5400
12825,Beijing,20,9300
12826,Hanoi,20,12400
12827,Melekeok,20,6500
12828,Maputo,19,12400
12829,Papeete,20,17200
12830,Fort-de-France,20,9300
12831,Funafuti,21,9300
12832,Basseterre,20,9000
12833,Kigali,20,9000
12834,The Valley,20,20900
12835,Mexico City,20,24100
12836,Bogota,20,20900
12837,Zagreb,20,9300
12838,Port-au-Prince,20,22200
12839,Tallinn,19,9000
12840,Roseau,20,5400
12841, Africa,21,22200
12842,Wellington,19,17200
12843,Niamey,19,20900
12844,Panama City,19,9000
12845,Niamey,19,17200
12846,Mexico City,19,11600
12847,Brazzaville,19,5400
12848,Avarua,19,20900
12849,Torshavn,19,34400
12850, Eastern Africa,18,5400
12851,Sanaa,20,11600
12852,Saint Helier,19,20900
12853,Managua,20,9300
12854,San Juan,20,6500
12855,George Town,19,5400
12856,Bern,20,6500
12857,Bridgetown,18,11600
12858,Manama,20,11600
12859,Santiago,20,25800
12860,Managua,19,6500
12861,Bamako,19,6500
12862,Guatemala City,20,6500
12863,Oranjestad,19,9300
12864,Belmopan,20,6500
12865,Bratislava,19,12400
12866,Tripolis,20,11600
12867,Baghdad,20,5400
12868,Nay Pyi Taw,20,9300
12869,Madrid,20,9000
12870,Mamoudzou,20,11600
12871,Lisbon,20,34400
12872,Pristina,20,9000
12873,Port-au-Prince,20,34700
12874,San Juan,20,20900
12875,Managua,20,12400
12876,Cairo,20,20900
12877,Riyadh,20,22200
12878,Brussels,20,9000
12879,Saint-Denis,19,12400
12880,Male,20,9300
12881,Manama,20,22200
12882,Accra,20,6500
12883,Khartoum,19,22200
12884,Madrid,20,22200
12885,Port Vila,20,17200
12886,Pristina,19,34400
12887,Kiev,20,9300
12888, Europe,18,9300
12889,Washington,20,22200
12890,Yaren,20,17200
12891,Yerevan,20,5400
12892,Mbabane,20,25800
12893,Tirana,19,9000
12894,Budapest,20,6500
12895,Kralendijk,20,25800
12896,Bandar Seri Begawan,20,25800
12897,Plymouth,20,11600
12898,"Douglas, Isle of Man",19,6500
12899,Jamestown,20,24100
12900,Havana,19,12400
12901,Colombo,20,25800
12902,Hagatna,20,38600
12903,Kuwait City,20,9300
12904,Adamstown,20,11600
12905,Kuwait City,20,20900
12906,Kingston,20,24100
12907,Victoria,20,22200
12908,San Juan,20,9000
12909,Cayenne,20,9300
12910,Avarua,19,9300
12911,Saint-Denis,19,20900
12912,Mamoudzou,19,12400
12913,Philipsburg,19,3100
12914,Ottawa,19,12400
12915,Adamstown,19,9000
12916,Ouagadougou,19,6500
12917,Tbilisi,19,17200
12918,Avarua,19,9300
12919,Lome,19,17200
12920,Mamoudzou,19,9000
12921,Castries,19,11600
12922,Havana,19,11600
12923,Valletta,19,6500
12924,Damascus,19,12400
12925,Kabul,19,6500
12926,Hanoi,19,38600
12927,Khartoum,19,9000
12928,Valletta,19,9300
12929,Noumea,20,9300
12930,Diego Garcia,20,5400
12931,Paris,20,12400
12932,Singapur,20,42800
12933,Muscat,19,12400
12934,Mbabane,19,25800
12935,Tripolis,19,12400
12936,Washington,20,9300
12937,Ulan Bator,20,20900
12938,Valletta,19,9300
12939,Abu Dhabi,20,11600
12940,Washington,20,17200
12941,Pristina,20,9000
12942,Nassau,20,17200
12943,Colombo,19,6500
12944,Riyadh,19,20900
12945,Hong Kong,19,24100
12946,Tirana,19,3100
12947,Brussels,20,9000
12948,Andorra la Vella,20,5400
12949,Tehran,20,34700
12950,Lima,19,38600
12951,Apia,19,9300
12952,Oranjestad,19,20900
12953,Ankara,20,11600
12954,Lisbon,20,9300
12955,Macao,20,34400
12956,Antananarivo,20,25800
12957,Dodoma,20,12400
12958,Mariehamn,19,20900
12959,Pretoria,20,43100
12960,Sucre,20,20900
12961,Luxembourg,20,9300
12962,Philipsburg,20,9300
12963,Suva,19,6500
12964,Luxembourg,20,12400
12965,Stockholm,20,24100
12966,Diego Garcia,19,11600
12967,Port Louis,20,9000
12968,Canberra,19,9300
12969,Sanaa,20,6500
12970,Kampala,20,9300
12971,Pyongyang,19,20900
12972,Bogota,20,34400
12973,Chisinau,20,20900
12974,Tallinn,20,38600
12975,Luxembourg,20,5400
12976,Pristina,20,17200
12977,Ashgabat,20,17200
12978,Berlin,20,12400
12979,Niamey,20,9300
12980,Hanoi,20,20900
12981,Bishkek,20,12400
12982,Amsterdam,20,11600
12983,Manama,19,17200
12984,Noumea,20,22200
12985,Port-aux-Francais,20,9000
12986,Manama,20,9300
12987,Adamstown,19,12400
12988,Taipei,19,24100
12989,Kingston,19,3100
12990,Accra,20,12400
12991,Jakarta,20,20900
12992,Kampala,20,20900
12993,Yerevan,20,6500
12994,Yaounde,19,22200
12995,Kuwait City,19,24100
12996,London,19,17200
12997,Noumea,19,34400
12998,Saint-Pierre,19,12400
12999,Jerusalem,19,9300
13000,Pretoria,20,11600
13001,Marigot,19,43100
13002,Minsk,20,11600
13003,Roseau,19,20900
13004,Antananarivo,20,3100
13005, South America,21,20900
13006,Vaduz,19,9300
13007, Europe,18,24100
13008,Ouagadougou,20,9300
13009,Quito,19,9000
13010,Bandar Seri Begawan,19,9300
13011,Freetown,20,5400
13012, Southern Europe,21,5400
13013,Hagatna,20,17200
13014,Tunis,20,3100
13015,El-Aaiun,20,9300
13016,Kingston,20,9300
13017,Basseterre,20,24100
13018,Djibouti,20,17200
13019,Kuwait City,20,9300
13020,Athens,20,9300
13021,Saipan,19,3100
13022,Paris,20,17200
13023,Yamoussoukro,19,9000
13024,Suva,20,34700
13025,Majuro,19,9300
13026,Havana,19,9000
13027,Mariehamn,20,12400
13028,Maseru,20,9000
13029,Bogota,20,9300
13030,Hong Kong,20,6500
13031,West Island,19,34700
13032,N'Djamena,20,12400
13033,Lusaka,19,9000
13034,Mariehamn,19,11600
13035,Basseterre,19,22200
13036,Phnom Penh,19,11600
13037,Santiago,20,20900
13038,Tunis,20,24100
13039,Doha,20,9000
13040,Maseru,20,9000
13041,Amsterdam,20,6500
13042,Asuncion,20,24100
13043,Hamilton,20,11600
13044,Port Moresby,20,43100
13045,Riga,20,25800
13046,Ouagadougou,20,5400
13047,Riyadh,20,9000
13048,Helsinki,20,9300
13049,El-Aaiun,20,11600
13050,Port-au-Prince,20,45500
13051,Port of Spain,20,11600
13052,Islamabad,20,12400
13053,Beirut,20,25800
13054,Cairo,20,9000
13055,Madrid,20,17200
13056,Canberra,20,6500
13057,Vilnius,20,6500
13058,Saipan,20,5400
13059,Wellington,20,3100
13060,Accra,20,12400
13061,Paris,20,25800
13062,Willemstad,20,12400
13063,Accra,20,20900
13064,Longyearbyen,20,11600
13065,Prague,20,6500
13066,Chisinau,20,9000
13067,Dakar,20,11600
13068,Basseterre,20,5400
13069,Kigali,18,25800
13070,Monrovia,20,22200
13071,Pristina,19,20900
13072,Port-aux-Francais,20,9300
13073,Kiev,20,9300
13074,Vatican City,19,5400
13075,Helsinki,20,17200
13076,Victoria,20,12400
13077,Tripolis,20,6500
13078,Moroni,20,25800
13079,Algiers,20,9300
13080,Mariehamn,19,9000
13081,Ankara,20,6500
13082,Bandar Seri Begawan,20,9000
13083,Honiara,20,9300
13084,Dakar,20,5400
13085,Majuro,19,11600
13086,Oranjestad,20,6500
13087,Skopje,20,45500
13088,Tallinn,20,17200
13089,Sao Tome,20,5400
13090,Tallinn,20,12400
13091,Gaborone,20,17200
13092,Bucharest,20,20900
13093,Melekeok,20,11600
13094,Basseterre,20,9300
13095,Grytviken,20,17200
13096,Tehran,20,11600
13097,Stanley,20,12400
13098,San Jose,20,12400
13099,Mariehamn,20,3100
13100,Cairo,20,22200
13101,Beijing,20,9300
13102,Dhaka,20,22200
13103,Hamilton,20,17200
13104,Antananarivo,20,5400
13105,Nairobi,20,9300
13106,Bangkok,20,3100
13107,Stanley,20,9300
13108,Rome,20,12400
13109,Dushanbe,20,34400
13110,Zagreb,20,9300
13111,Saint-Denis,20,3100
13112,Torshavn,20,17200
13113,Kingston,20,9300
13114,Stockholm,20,6500
13115,Kuwait City,20,9300
13116,Copenhagen,20,9300
13117,Valletta,20,9300
13118,Khartoum,20,11600
13119,Maseru,20,12400
13120,Yamoussoukro,20,24100
13121,Kuwait City,20,9000
13122,Bishkek,20,9300
13123,Thimphu,20,9000
13124,Tokyo,20,9000
13125,Nicosia,20,6500
13126,Managua,20,9300
13127,Bern,20,22200
13128,Phnom Penh,20,12400
13129,Torshavn,20,11600
13130,Torshavn,20,11600
13131,Moscow,20,12400
13132,Yerevan,20,5400
13133,Mata Utu,20,9000
13134,Rome,20,9000
13135,Pristina,20,9300
13136,Damascus,20,9000
13137,Vientiane,20,11600
13138,Prague,20,12400
13139,Singapur,20,11600
13140,Dakar,20,34700
13141,Saint-Pierre,20,9300
13142,Kralendijk,20,3100
13143,Port-aux-Francais,20,6500
13144,Quito,19,17200
13145,Buenos Aires,20,9300
13146,Adamstown,20,17200
13147,East Jerusalem,19,24100
13148,St Peter Port,19,6500
13149,Gustavia,20,25800
13150,Brussels,20,11600
13151,Brasilia,20,9000
13152,Tarawa,20,22200
13153,Washington,20,17200
13154,Moroni,20,20900
13155,Basse-Terre,20,9000
13156,Quito,20,6500
13157,Nay Pyi Taw,20,20900
13158,Yaounde,20,34400
13159,Honiara,20,17200
13160,Guatemala City,20,5400
13161,Port-au-Prince,20,6500
13162,Bratislava,20,6500
13163,Hong Kong,20,12400
13164,Prague,20,20900
13165,Victoria,20,3100
13166,Damascus,19,22200
13167,Taipei,19,6500
13168,Kuwait City,18,42800
13169,Apia,20,20900
13170,Grytviken,20,22200
13171,St. George's,19,5400
13172,Bucharest,19,6500
13173,Skopje,20,25800
13174,Tripolis,20,17200
13175,Avarua,20,11600
13176,Caracas,20,9000
13177,Kuala Lumpur,20,43100
13178,Thimphu,20,22200
13179,Yaren,20,20900
13180,Seoul,20,3100
13181,Yaounde,20,17200
13182,Bucharest,20,5400
