,city,year,Income ($)
13553,Mexico City,1930,34700
13554,Gaborone,1960,9000
13555,Lilongwe,1910,24100
13556,Roseau,1910,12400
13557,Budapest,1920,39500
13558, Americas,19,20900
13559,Abuja,1910,9000
13560,Doha,1920,38600
13561,Nairobi,1940,5400
13562, Asia,19,9300
13563, Luxembourg,19,20900
13564,Podgorica,1920,22200
13565,Tunis,1930,11600
13566,Nay Pyi Taw,1960,9300
13567,Beijing,1960,20900
13568,Asmara,1880,17200
13569,Ankara,1940,9000
13570, Americas,19,9300
13571,Hamilton,1930,17200
13572,Saint-Denis,1970,11600
13573,Mbabane,1970,3100
13574,Manama,1960,34400
13575,Mamoudzou,1950,22200
13576, Algeria,19,17200
13577,St. John's,1940,22200
13578,Mexico City,1960,22200
13579,Oslo,1950,39500
13580,Pago Pago,1940,9300
13581,Algiers,1950,22200
13582,London,1960,11600
13583, Virgin Islands (US),20,11600
13584,Nay Pyi Taw,1970,11600
13585,Mariehamn,1950,22200
13586,Luxembourg,1960,6500
13587, Angola,20,22200
13588, Egypt,20,6500
13589,Bogota,1890,11600
13590,Jamestown,1890,17200
13591,Dili,1890,5400
13592,Ashgabat,1940,9300
13593, New Caledonia,19,17200
13594, Southern Europe,18,11600
13595, Europe,20,17200
13596, Southern Asia,21,20900
13597, Reunion,20,20900
13598,Juba,1970,6500
13599, Western Asia,18,11600
13600, Asia,19,22200
13601, Americas,19,12400
13602, Americas,19,20900
13603,Thimphu,1930,12400
13604,Accra,1950,9000
13605,New Delhi,1940,5400
13606,Asuncion,1910,9300
13607,Brasilia,1940,9300
13608, Sao Tome and Principe,19,34700
13609, Puerto Rico,20,5400
13610,"Douglas, Isle of Man",1940,38600
13611, Guadeloupe,20,6500
13612,Dushanbe,1960,9000
13613,The Valley,1970,38600
13614,El-Aaiun,1970,25800
13615,Monrovia,1970,6500
13616,Kuwait City,1970,6500
13617,Oslo,1950,25800
13618,Mariehamn,1960,9000
13619, Europe,20,9300
13620,Nuuk,1970,24100
13621,Vientiane,1940,6500
13622,Charlotte Amalie,1940,9300
13623,Marigot,1960,9000
13624,Port of Spain,1970,12400
13625,Belgrade,1970,25800
13626,Accra,1950,9300
13627,Jerusalem,1960,11600
13628, South Africa,20,9300
13629,El-Aaiun,1940,11600
13630,Asuncion,1940,11600
13631,Algiers,1960,5400
13632,Moscow,1950,24100
13633,Oslo,1960,9000
13634,London,1950,17200
13635, Brunei,20,12400
13636, Angola,20,9000
13637, Western Europe,18,39500
13638, Tuvalu,19,9000
13639,Bridgetown,1950,12400
13640,Tashkent,1960,17200
13641,Wellington,1960,20900
13642,Riga,1960,9300
13643,San Salvador,1980,20900
13644,Amman,1880,17200
13645,Podgorica,1960,34400
13646, Americas,19,9300
13647,Plymouth,1970,9300
13648,Dodoma,1980,9300
13649,Luxembourg,1930,22200
13650,Addis Ababa,1920,9000
13651,Windhoek,1910,9300
13652, Armenia,20,11600
13653, Antigua And Barbuda,20,9300
13654, Micronesia,21,9000
13655,San Juan,1970,20900
13656, Rwanda,20,22200
13657,Baku,1970,17200
13658,Jerusalem,1950,24100
13659, Europe,20,20900
13660,Damascus,1950,9300
13661, Caribbean,20,5400
13662,Jerusalem,1910,24100
13663,Tehran,1930,9000
13664,El-Aaiun,1940,9300
13665,Antananarivo,1900,9300
13666,Nassau,1900,9300
13667, Reunion,20,9000
13668, Australia and New Zealand,21,9000
13669, Malta,19,9300
13670,Sanaa,1920,25800
13671,Paris,1910,12400
13672,Tirana,1945,11600
13673,Tokyo,1930,20900
13674,Bujumbura,1930,34400
13675,Cairo,1930,22200
13676,Flying Fish Cove,1940,9300
13677,Port-au-Prince,1890,22200
13678,Saint-Pierre,1970,17200
13679,Kuala Lumpur,1960,17200
13680,East Jerusalem,1910,24100
13681,Tokyo,1910,9300
13682,Taipei,1930,34400
13683, Singapore,20,9300
13684,Tunis,1930,20900
13685, South Africa,20,22200
13686,Panama City,1970,22200
13687,Roseau,1970,9000
13688,Mogadishu,1980,11600
13689, Germany,19,12400
13690,Copenhagen,1920,9300
13691,Dushanbe,1940,9000
13692,Asuncion,1940,5400
13693,Plymouth,1940,9300
13694,Bangui,1930,11600
13695,Praia,1810,17200
13696,Port Vila,1960,22200
13697,Juba,1930,11600
13698,Singapur,1920,17200
13699, Eastern Africa,21,12400
13700,Oslo,1930,12400
13701,Manama,1930,11600
13702, Asia,19,9000
13703,Managua,1930,6500
13704,Stockholm,1930,9300
13705, Chad,19,45500
13706,Tegucigalpa,1960,11600
13707, United Kingdom,19,9300
13708, Asia,19,3100
13709,Kiev,1950,12400
13710,Pago Pago,1950,22200
13711,London,1940,9300
13712,Brazzaville,1960,9300
13713,Thimphu,1930,12400
13714,Alofi,1930,11600
13715,Vilnius,1940,9000
13716,Mexico City,1930,12400
13717,Cayenne,1950,9300
13718,Sofia,1940,9300
13719,Dublin,1920,9300
13720, Americas,19,9300
13721, Europe,20,25800
13722,Porto-Novo,1980,9300
13723,Tirana,1930,11600
13724,Diego Garcia,1940,20900
13725,Juba,1920,9000
13726, Solomon Islands,19,12400
13727,Bratislava,1940,6500
13728,Dublin,1940,5400
13729, Asia,19,20900
13730, Europe,20,6500
13731,Madrid,1890,5400
13732,Asmara,1910,6500
13733,Sofia,1970,17200
13734,Kingstown,1950,9300
13735,Fort-de-France,1920,5400
13736,Kinshasa,1930,6500
13737,Bucharest,1970,22200
13738,Quito,1960,20900
13739, Europe,20,22200
13740,Oslo,1930,9300
13741,Basse-Terre,1920,9300
13742, Eastern Asia,21,6500
13743,Podgorica,1960,9300
13744, Seychelles,20,34700
13745,Caracas,1890,9300
13746, Marshall Islands,19,6500
13747, Americas,19,9300
13748, Europe,20,25800
13749,Georgetown,1970,20900
13750,Mbabane,1940,17200
13751,Bern,1910,9000
13752, South America,21,42800
13753,Helsinki,1970,6500
13754,Basse-Terre,1970,12400
13755, Sri Lanka,20,9000
13756,Basse-Terre,1970,22200
13757,Philipsburg,1960,9000
13758,Warsaw,1950,6500
13759,Chisinau,1860,3100
13760,Libreville,1910,20900
13761,Ashgabat,1960,38600
13762, Malawi,20,9300
13763,Road Town,1910,9300
13764,Flying Fish Cove,1940,20900
13765,Rome,1920,9300
13766,Ankara,1920,9300
13767,Vatican City,1810,9300
13768,Santiago,1970,9000
13769, Bangladesh,20,20900
13770,Washington,1940,6500
13771, Caribbean,20,6500
13772,Road Town,1940,9000
13773,Antananarivo,1940,5400
13774,Andorra la Vella,1890,11600
13775,Longyearbyen,1990,9300
13776, Gibraltar,19,9000
13777, Italy,19,24100
13778, Asia,19,5400
13779, Papua new Guinea,19,38600
13780,Kampala,1960,5400
13781,Kathmandu,1900,9000
13782,Bogota,1910,6500
13783, Oceania,20,9000
13784,St. George's,1920,17200
13785,East Jerusalem,1930,3100
13786,Santiago,1930,24100
13787,Yaounde,1960,5400
13788,Riga,1960,5400
13789, Southern Asia,18,11600
13790,Dhaka,1950,12400
13791,Dhaka,1980,6500
13792,San Marino,1890,9000
13793,Plymouth,1940,9300
13794,Bridgetown,1920,6500
13795,Papeete,1940,22200
13796,Bissau,1970,9300
13797,Longyearbyen,1960,9300
13798,Thimphu,1960,5400
13799,Jakarta,1880,9300
13800, Burundi,19,9300
13801,Harare,1920,5400
13802,Willemstad,1880,12400
13803,Phnom Penh,1970,25800
13804,Monrovia,1970,20900
13805,Nuuk,1880,9300
13806, Asia,19,11600
13807,St. John's,1960,6500
13808,Mexico City,1940,38600
13809,Tehran,1980,9300
13810,Gaborone,1970,17200
13811,Warsaw,1930,17200
13812, Belgium,19,12400
13813, Seychelles,19,9000
13814, Southern Europe,21,9000
13815, Lesotho,20,25800
13816,Banjul,1970,25800
13817, Asia,19,6500
13818,Tbilisi,1890,5400
13819, Eastern Africa,21,3100
13820, Eastern Africa,21,6500
13821, Northern America,21,9300
13822,Lisbon,1930,20900
13823,Beirut,1940,9000
13824,San Marino,1930,11600
13825,Tripolis,1960,11600
13826,Port Moresby,1940,20900
13827,Philipsburg,1950,9000
13828,Porto-Novo,1980,9300
13829,Tegucigalpa,1920,6500
13830,Bujumbura,1920,5400
13831,Nay Pyi Taw,1960,12400
13832,Cockburn Town,1950,3100
13833,Santiago,1870,20900
13834,Abuja,1920,12400
13835,Kabul,1960,5400
13836, Korea South,20,22200
13837,Abuja,1960,20900
13838,Mogadishu,1970,9000
13839,Hamilton,1930,9300
13840,Seoul,1950,6500
13841, Zambia,20,5400
13842,Port Vila,1960,17200
13843,Mexico City,1960,20900
13844,Yamoussoukro,1950,20900
13845, Guinea-Bissau,19,9300
13846, Eastern Europe,21,3100
13847,Kinshasa,1880,22200
13848, Americas,19,12400
13849,Rabat,1890,42800
13850, Eastern Asia,18,5400
13851, Asia,19,9300
13852,Montevideo,1970,6500
13853, Oceania,20,43100
13854,Mexico City,1910,12400
13855,Nuuk,1970,20900
13856,Moroni,1970,17200
13857,Kigali,1940,9300
13858,Torshavn,1970,11600
13859,Baku,1920,22200
13860,Maseru,1950,20900
13861,Philipsburg,1940,9300
13862,Bangkok,1920,9300
13863, Americas,19,9300
13864,Saint Helier,1970,9000
13865,Kingston,1970,12400
13866,Chisinau,1950,9300
13867,Vaduz,1910,22200
13868, Polynesia,21,9300
13869,Stockholm,1880,5400
13870,Tirana,1940,9300
13871,Vienna,1920,12400
13872,Fort-de-France,1940,20900
13873, Algeria,19,34400
13874, Europe,20,20900
13875,Saint Helier,1950,12400
13876, Angola,20,17200
13877,Hong Kong,1920,11600
13878,Nuuk,1950,17200
13879, Lithuania,19,38600
13880,Stockholm,1880,12400
13881,Nassau,1950,24100
13882,Hagatna,1970,9300
13883, Eastern Europe,21,9300
13884,Gaborone,1970,25800
13885,San Jose,1960,11600
13886, Asia,19,12400
13887,St. George's,1930,9300
13888, Europe,20,34700
13889, Asia,19,9300
13890,Rabat,1940,3100
13891,Gibraltar,1930,20900
13892,Ankara,1900,5400
13893,Dublin,1960,20900
13894, Southern Asia,21,9300
13895,Bishkek,1970,22200
13896, Uruguay,20,24100
13897, Europe,20,22200
13898, Kiribati,19,11600
13899, Americas,19,20900
13900, Americas,19,38600
13901,Belmopan,1940,43100
13902,Macao,1930,9300
13903,San Jose,1950,9300
13904,Bern,1880,20900
13905,Kiev,1950,9300
13906,Mexico City,1940,11600
13907,Helsinki,1940,6500
13908,Funafuti,1930,38600
13909,Libreville,1940,20900
13910,Athens,1920,11600
13911,Maseru,1940,39500
13912,Antananarivo,1950,42800
13913,Suva,1960,5400
13914,St. George's,1930,6500
13915,Hamilton,1940,12400
13916, Iceland,19,5400
13917, Morocco,19,24100
13918,Kigali,1950,9300
13919,Addis Ababa,1950,9300
13920, Greenland,20,11600
13921,Moscow,1950,12400
13922,Baku,1900,6500
13923,Quito,1940,9300
13924, Asia,19,6500
13925,Saint-Pierre,1930,12400
13926, Belgium,19,9300
13927,Havana,1920,9300
13928,Belgrade,1930,22200
13929,Bangkok,1940,11600
13930,Bandar Seri Begawan,1940,9300
13931,Nassau,1940,22200
13932,Port Vila,1940,9000
13933,N'Djamena,1960,3100
13934,Maputo,1940,25800
13935,Saipan,1910,24100
13936, New Zealand,19,9000
13937,Havana,1940,22200
13938,Conakry,1930,25800
13939, Eastern Asia,18,6500
13940,Minsk,1910,11600
13941, Comoros,20,12400
13942, Belize,20,6500
13943, Saudi Arabia,20,17200
13944,Andorra la Vella,1950,11600
13945,Pago Pago,1920,9000
13946, Central America,21,11600
13947,Skopje,1970,12400
13948, Europe,20,11600
13949, French Southern Territories,20,24100
13950,Seoul,1970,34400
13951,Gaborone,1930,9000
13952, Reunion,20,42800
13953, Americas,19,17200
13954,Bratislava,1910,17200
13955, Europe,20,6500
13956, Virgin Islands (US),20,9300
13957,Accra,1900,25800
13958,Panama City,1920,9300
13959,Tbilisi,1910,3100
13960,Bangui,1960,17200
13961,Prague,1970,22200
13962,Papeete,1960,11600
13963,Djibouti,1970,3100
13964,Jakarta,1970,6500
13965,Adamstown,1970,9000
13966, Oceania,20,5400
13967, Argentina,20,17200
13968, Oceania,20,34400
13969,Marigot,1960,9000
13970,George Town,1970,34700
13971,Victoria,1920,9300
13972,Mamoudzou,1930,12400
13973,Paramaribo,1940,9300
13974,Port Vila,1960,12400
13975,Mogadishu,1980,9000
13976,Mexico City,1940,17200
13977,Luanda,1970,12400
13978,Algiers,1950,9000
13979,Mariehamn,1970,25800
13980,Kingston,1970,11600
13981, Asia,20,6500
13982,Nuku'alofa,1940,17200
13983,Malabo,1940,17200
13984,Dodoma,1980,11600
13985, Puerto Rico,20,9300
13986, Cameroon,20,9000
13987,Castries,1900,6500
13988,Baghdad,1920,17200
13989,The Valley,1960,9300
13990,Athens,1860,11600
13991,Kigali,1940,12400
13992,Apia,1960,6500
13993,Stanley,1890,9300
13994,Ouagadougou,1840,11600
13995,Flying Fish Cove,1890,12400
13996,Saint-Pierre,1960,24100
13997,Gustavia,1940,12400
13998,Freetown,1950,17200
13999,San Juan,1950,5400
14000,Pristina,1960,11600
14001,Saint-Denis,1930,22200
14002,Palikir,1939,12400
14003,Mogadishu,1940,12400
14004,Palikir,1940,24100
14005,Ashgabat,1930,6500
14006,Ankara,1950,17200
14007, South America,20,24100
14008,Kiev,1920,9300
14009,Madrid,1959,12400
14010,Praia,1960,11600
14011, Congo,20,34700
14012,Kabul,1900,39500
14013, Americas,19,20900
14014,Belmopan,1950,9300
14015,Freetown,1950,9000
14016,Ottawa,1970,9300
14017,Oranjestad,1960,42800
14018, Middle Africa,18,9300
14019, Europe,20,24100
14020,Rabat,1850,9300
14021, Americas,19,9000
14022,Tunis,1880,9300
14023,Kingston,1880,5400
14024, Americas,19,12400
14025,Kabul,1950,22200
14026,London,1940,9300
14027,Dublin,1950,6500
14028,Brazzaville,1920,9000
14029,Port Vila,1970,5400
14030,Paris,1950,9000
14031, Asia,19,17200
14032,Brussels,1960,12400
14033, Americas,19,12400
14034, Europe,20,3100
14035,Muscat,1950,5400
14036, Europe,20,3100
14037, Middle Africa,18,9300
14038,Kingston,1960,17200
14039,Kathmandu,1950,20900
14040,Brussels,1980,17200
14041,Plymouth,1910,20900
14042,Saint-Pierre,1960,20900
14043,Charlotte Amalie,1900,6500
14044, Eastern Asia,18,6500
14045, Cayman Islands,21,9300
14046, Americas,19,34400
14047, Iraq,20,22200
14048, Europe,20,43100
14049,Dakar,1960,17200
14050, Aruba,20,6500
14051, Taiwan,20,20900
14052,Accra,1940,6500
14053,Tehran,1940,22200
14054,Guatemala City,1930,17200
14055,Oranjestad,1940,22200
14056, Spain,19,9300
14057,Phnom Penh,1970,24100
14058,Papeete,2000,20900
14059, Nepal,20,9300
14060, Virgin Islands (US),20,6500
14061, Europe,20,22200
14062,Diego Garcia,1910,11600
14063,St Peter Port,1920,12400
14064, Aruba,20,17200
14065,Maputo,1940,34400
14066,Conakry,1970,9000
14067,Quito,1950,17200
14068, Asia,19,24100
14069,Managua,1960,22200
14070,Thimphu,1980,25800
14071,Managua,1930,25800
14072,Valletta,1970,11600
14073,Papeete,2000,9300
14074, Bangladesh,20,5400
14075,Bridgetown,1930,17200
14076, Europe,20,22200
14077,Dhaka,1980,5400
14078,Kinshasa,1970,11600
14079,Thimphu,1970,12400
14080,Rome,1970,6500
14081, Middle Africa,21,6500
14082,Apia,1910,9000
14083,Lilongwe,1920,42800
14084,St. John's,1970,22200
14085, United Arab Emirates,20,6500
14086,Bogota,1890,38600
14087,Saipan,1970,9300
14088, Western Africa,21,34400
14089, Ecuador,20,17200
14090,Khartoum,1950,17200
14091,Ankara,1970,6500
14092, Palestinian Territory Occupied,20,3100
14093,Sanaa,1950,3100
14094,Rabat,1920,9300
14095,St. George's,1940,5400
14096,Valletta,1930,34400
14097,Mamoudzou,1930,9300
14098, Americas,19,22200
14099,El-Aaiun,1980,34400
14100,Sucre,1920,9300
14101,Port Louis,1940,11600
14102,Mata Utu,1940,20900
14103,Taipei,1930,17200
14104,Mamoudzou,1940,22200
14105, Seychelles,20,5400
14106, Turkey,20,17200
14107,Apia,1930,9000
14108,Islamabad,1990,20900
14109, United Kingdom,21,9000
14110,Skopje,1920,24100
14111, Caribbean,21,12400
14112, Poland,21,9000
14113,Managua,1970,9300
14114,Cayenne,1960,9000
14115,Funafuti,1890,12400
14116,Avarua,1970,12400
14117,West Island,1970,22200
14118, Europe,20,11600
14119,Sofia,1970,9300
14120,Suva,1930,17200
14121,Papeete,1940,9300
14122, Europe,20,20900
14123,Port Louis,1940,11600
14124,Kuwait City,1940,22200
14125,Lusaka,1940,11600
14126,Andorra la Vella,1910,22200
14127, Saint Helena,19,9000
14128,Diego Garcia,1940,5400
14129, Wallis And Futuna Islands,19,11600
14130,Port Moresby,1920,11600
14131, Australia and New Zealand,18,9000
14132, Mexico,20,11600
14133,Nuuk,1930,9300
14134,Athens,1910,12400
14135, Americas,19,9000
14136,Apia,1940,25800
14137, Asia,19,17200
14138,Vaduz,1940,12400
14139, Americas,19,6500
14140,Male,1970,6500
14141,Adamstown,1960,9300
14142, Slovenia,19,11600
14143,Taipei,1950,9000
14144,Jerusalem,1910,9300
14145, Algeria,19,11600
14146, Eastern Africa,18,3100
14147,Lilongwe,1870,22200
14148,Jamestown,1930,9300
14149,Kingston,1920,9300
14150,Washington,1970,9300
14151,Buenos Aires,1950,6500
14152, Caribbean,21,9300
14153, Oceania,20,9000
14154,St. John's,2000,9300
14155, American Samoa,19,24100
14156,San Salvador,1900,25800
14157, Asia,19,20900
14158, Europe,20,22200
14159, Solomon Islands,19,9300
14160,Tokyo,1950,11600
14161,Chisinau,1950,9300
14162, American Samoa,19,9000
14163,Rome,1870,12400
14164, Asia,19,6500
14165,Oranjestad,1930,22200
14166,Mariehamn,1920,5400
14167,Kathmandu,1940,20900
14168, Americas,19,9300
14169, Aruba,20,9000
14170, Burkina Faso,20,9300
14171,Avarua,1940,11600
14172, Eastern Africa,18,22200
14173,Belgrade,1890,25800
14174,Belgrade,1970,25800
14175, Romania,19,5400
14176, Europe,20,9000
14177, Taiwan,20,9000
14178,Banjul,1970,6500
14179, Americas,19,17200
14180,Bissau,1960,17200
14181,Port-au-Prince,1950,3100
14182, Europe,20,11600
14183,Skopje,1960,20900
14184, Indonesia,20,34400
14185,Basseterre,1920,3100
14186,Sucre,1900,9000
14187,Bridgetown,1960,22200
14188,Pretoria,1920,12400
14189,Manila,1940,9300
14190,Taipei,1950,9300
14191, Australia,19,20900
14192, Guernsey and Alderney,19,11600
14193,Baghdad,1880,11600
14194,Buenos Aires,1930,24100
14195,Brussels,1980,5400
14196, Croatia (Hrvatska),19,11600
14197,Paris,1874,12400
14198,Diego Garcia,1950,42800
14199,Yaren,1980,20900
14200, Asia,19,12400
14201, Puerto Rico,20,9300
14202,Santo Domingo,1910,3100
14203,Bandar Seri Begawan,1910,24100
14204,Papeete,1940,24100
14205, Northern Europe,18,17200
14206,Moscow,1920,9300
14207, Asia,19,11600
14208,Helsinki,1950,9000
14209, Oceania,20,3100
14210,Lilongwe,1960,12400
14211,Funafuti,1960,9300
14212,Reykjavik,1970,3100
14213,Oranjestad,1960,6500
14214,West Island,1970,20900
14215,Budapest,1950,20900
14216, Americas,19,9000
14217, Bosnia and Herzegovina,19,6500
14218, Western Sahara,19,6500
14219,Tripolis,1940,9000
14220,Gustavia,1940,22200
14221, Americas,19,11600
14222,Papeete,1880,6500
14223,Bucharest,1950,11600
14224, Vanuatu,19,20900
14225, Americas,19,6500
14226,Ulan Bator,1910,9300
14227,Malabo,1910,34400
14228, Caribbean,18,20900
14229, Central America,21,12400
14230, Oceania,20,9300
14231,Papeete,2000,9300
14232,Ashgabat,1950,3100
14233,Guatemala City,1900,9300
14234, Americas,19,11600
14235, Burkina Faso,20,22200
14236, Equatorial Guinea,19,9000
14237,Funafuti,1930,5400
14238,Malabo,1930,5400
14239,Basse-Terre,1940,12400
14240,Caracas,1960,9000
14241, Americas,19,9300
14242,Riga,1880,9000
14243, Wallis And Futuna Islands,19,12400
14244, Oceania,20,17200
14245, France,19,39500
14246,Abu Dhabi,1950,17200
14247,Kabul,1880,5400
14248, Americas,19,9000
14249, Americas,19,12400
14250,Noumea,1940,22200
14251,Road Town,1960,11600
14252, Eastern Europe,21,9300
14253, Eastern Asia,21,12400
14254, Netherlands The,18,5400
14255,San Salvador,1920,11600
14256, Northern Europe,21,11600
14257, Asia,19,25800
14258,Brasilia,1950,11600
14259,San Marino,1890,6500
14260, Americas,19,5400
14261,Bishkek,1950,9000
14262, Cuba,20,5400
14263, Americas,19,9300
14264,Thimphu,1950,34400
14265, Asia,19,25800
14266, Americas,19,9000
14267, Swaziland,19,24100
14268, Asia,19,3100
14269,Bogota,1960,12400
14270, Western Asia,18,9300
14271, Europe,20,17200
14272,The Valley,1860,34700
14273,Road Town,1950,11600
14274,Ottawa,1950,24100
14275,Mata Utu,1930,17200
14276,Mariehamn,1920,34700
14277,Asuncion,1920,34400
14278,Panama City,1970,17200
14279, Americas,19,9000
14280,Saint Helier,1930,11600
14281, Slovenia,19,9000
14282, Asia,19,9300
14283,Reykjavik,1940,17200
14284,Tirana,1930,5400
14285, Western Africa,21,9000
14286, Solomon Islands,19,22200
14287,Nuuk,1930,5400
14288,Bujumbura,1970,9300
14289, Namibia,19,22200
14290, Guinea-Bissau,19,9300
14291, Falkland Islands,20,22200
14292,Abuja,1970,9300
14293, Europe,20,24100
14294,Road Town,1930,9000
14295,Hagatna,1950,9000
14296,Willemstad,1930,9300
14297, Americas,19,24100
14298,Cockburn Town,1980,9300
14299,Mexico City,1900,17200
14300,Baku,1940,25800
14301,Rome,1920,6500
14302,Panama City,1810,9300
14303,Jerusalem,1960,6500
14304, Cuba,20,25800
14305,Diego Garcia,1890,12400
14306, Oceania,20,9300
14307, Asia,19,24100
14308, Ghana,19,9300
14309,Ouagadougou,1940,9300
14310, Saint Vincent And The Grenadines,21,9000
14311, Oceania,20,11600
14312, Aruba,20,9300
14313, Svalbard And Jan Mayen Islands,19,22200
14314, Ghana,19,20900
14315, Sao Tome and Principe,19,9300
14316,Vaduz,1920,22200
14317,Tashkent,1970,20900
14318,Bujumbura,1950,12400
14319,Port of Spain,1890,6500
14320, Greece,19,42800
14321,Copenhagen,1910,11600
14322,Madrid,1920,20900
14323,Guatemala City,1940,24100
14324,Belgrade,1940,5400
14325, Latvia,19,5400
14326,Hanoi,1940,20900
14327, Americas,19,3100
14328, Asia,19,17200
14329,Tbilisi,1950,5400
14330,Ankara,1920,12400
14331, Cote D'Ivoire (Ivory Coast),21,9300
14332,Juba,1930,9000
14333,Moroni,1970,6500
14334,El-Aaiun,1950,17200
14335,Bamako,1970,9000
14336,Kingston,1970,9000
14337, Somalia,19,9300
14338,Guatemala City,1900,22200
14339,Colombo,1890,9300
14340, Nigeria,20,34400
14341, Americas,19,17200
14342,Panama City,1920,17200
14343, Chad,20,34700
14344,Plymouth,1970,24100
14345, Europe,20,5400
14346,San Salvador,1980,17200
14347,Canberra,1920,22200
14348,Pretoria,1900,12400
14349,N'Djamena,1920,34400
14350, Europe,20,17200
14351, Saint-Barthelemy,20,17200
14352,Longyearbyen,1990,12400
14353, Hong Kong S.A.R.,20,9300
14354,Pristina,1930,34400
14355, Guatemala,20,9300
14356, Asia,19,11600
14357, Seychelles,19,17200
14358, Somalia,20,9000
14359,St. John's,2000,12400
14360,St. George's,1930,3100
14361,Mogadishu,1960,9300
14362, Djibouti,20,9300
14363,San Salvador,1980,9000
14364,Adamstown,1970,11600
14365,Jamestown,1950,6500
14366, Europe,20,9300
14367, Aland Islands,19,12400
14368,San Juan,1950,11600
14369, Chile,20,17200
14370,Mariehamn,1920,34400
14371,Mogadishu,1940,9000
14372, Reunion,19,20900
14373, Europe,20,5400
14374,Conakry,1970,20900
14375,West Island,1930,9000
14376, Europe,20,34400
14377, Namibia,19,12400
14378,St. John's,1930,12400
14379,Georgetown,1970,11600
14380,Tokyo,1930,9300
14381, Sierra Leone,19,9300
14382, Guyana,20,42800
14383, Korea South,20,9300
14384,Marigot,1970,3100
14385,Mbabane,1960,17200
14386,Djibouti,1910,9000
14387,George Town,1940,6500
14388,San Juan,1880,17200
14389,Asuncion,1860,22200
14390,Grytviken,1950,5400
14391, Western Africa,20,9000
14392,Ouagadougou,1960,9000
14393,Saint Helier,1940,24100
14394,Palikir,1960,25800
14395,Kathmandu,1950,34700
14396,Stockholm,1880,9000
14397, Asia,19,9300
14398,Budapest,1950,38600
14399,Apia,1960,17200
14400,Zagreb,1940,11600
14401,Athens,1930,25800
14402,Rabat,1850,12400
14403,Paris,1970,5400
14404, Sint Maarten (Dutch part),20,9300
14405,West Island,1950,34400
14406, France,19,9300
14407, Macedonia,19,9000
14408,Monaco,1950,9300
14409, Asia,19,9000
14410,Montevideo,1970,12400
14411,Dushanbe,1870,25800
14412,Noumea,1970,12400
14413, Eastern Africa,21,17200
14414,Bishkek,1970,12400
14415,Astana,1940,9300
14416,Plymouth,1940,9000
14417,Plymouth,1880,39500
14418,Plymouth,1810,6500
14419, Southern Europe,18,5400
14420,Seoul,1850,22200
14421,Kabul,1870,9300
14422, United Kingdom,21,20900
14423, Oceania,20,6500
14424, Jordan,21,34700
14425,New Delhi,1970,9300
14426,Port Moresby,1960,3100
14427, Asia,19,9000
14428, Korea South,20,9300
14429, New Caledonia,19,9000
14430,Port Vila,1900,25800
14431, Guam,19,17200
14432, Cameroon,19,9000
14433,Port Louis,1960,22200
14434,Amman,1960,24100
14435, Asia,19,6500
14436, Americas,19,9000
14437,Zagreb,1870,11600
14438,Nouakchott,1970,20900
14439,Ljubljana,1970,25800
14440, Northern America,21,12400
14441,Bandar Seri Begawan,1900,6500
14442,Panama City,1920,12400
14443, Tajikistan,20,20900
14444,Bridgetown,1920,17200
14445, Americas,19,17200
14446,San Juan,1950,5400
14447,Prague,1940,17200
14448, Central African Republic,19,6500
14449, Gambia The,19,20900
14450,Tegucigalpa,1920,9000
14451, Asia,19,11600
14452, Georgia,20,12400
14453,Adamstown,1970,22200
14454,Ulan Bator,1932,11600
14455,Sofia,1940,17200
14456,Palikir,1939,9300
14457,Belmopan,1880,9000
14458, Saint-Barthelemy,20,20900
14459,Oslo,1900,43100
14460,Saint Helier,1900,22200
14461,Nuuk,1900,20900
14462,Gustavia,1950,9000
14463,Mogadishu,1890,9300
14464,Lilongwe,1940,9300
14465,Tirana,1960,11600
14466, Americas,19,6500
14467,Saint-Denis,1920,12400
14468,Bangui,1970,9300
14469,Santo Domingo,1960,9000
14470, Cape Verde,20,9300
14471,Lilongwe,1940,9300
14472,Kuala Lumpur,1960,34400
14473,Port-au-Prince,1890,11600
14474, Moldova,19,22200
14475,Road Town,1960,17200
14476,Windhoek,1960,34400
14477,San Jose,1970,12400
14478,Diego Garcia,1970,20900
14479, Southern Europe,18,9300
14480, Aland Islands,19,12400
14481,Havana,1930,5400
14482,Kathmandu,1960,6500
14483,Paris,1950,6500
14484, South-Eastern Asia,21,9300
14485,Monrovia,1930,6500
14486,Pristina,1943,17200
14487,San Marino,1946,3100
14488,Taipei,1950,11600
14489, Americas,19,11600
14490,Libreville,1970,12400
14491,Kralendijk,1950,17200
14492,Dakar,1940,12400
14493,Sucre,1900,12400
14494,Philipsburg,1940,9300
14495, Mali,20,20900
14496,Dodoma,1980,5400
14497,Niamey,1950,9300
14498, Tonga,19,34400
14499,Lilongwe,1950,12400
14500, Guernsey and Alderney,19,9000
14501, Oceania,20,39500
14502,Port-aux-Francais,1890,22200
14503, Bosnia and Herzegovina,19,9000
14504, Americas,19,9300
14505,Yaounde,1930,24100
14506, Guinea,19,24100
14507, Western Africa,18,17200
14508,Lilongwe,1820,9300
14509,Tunis,1950,6500
14510, Caribbean,21,6500
14511,Gibraltar,1940,11600
14512, Western Africa,18,49000
14513, Americas,19,9300
14514, Europe,20,11600
