,city,year,Income ($)
13096, Iran,20,11600
13097, Falkland Islands,20,12400
13098,San Jose,1960,12400
13099, Aland Islands,20,3100
13100,Cairo,1920,22200
13101, China,20,9300
13102,Dhaka,1940,22200
13103,Hamilton,1930,17200
13104,Antananarivo,1950,5400
13105, Kenya,20,9300
13106,Bangkok,1930,3100
13107, Falkland Islands,20,9300
13108,Rome,1930,12400
13109,Dushanbe,1940,34400
13110, Croatia (Hrvatska),20,9300
13111,Saint-Denis,1920,3100
13112,Torshavn,1930,17200
13113,Kingston,1920,9300
13114,Stockholm,1920,6500
13115, Kuwait,20,9300
13116, Denmark,20,9300
13117,Valletta,1930,9300
13118,Khartoum,1940,11600
13119, Lesotho,20,12400
13120,Yamoussoukro,1930,24100
13121, Kuwait,20,9000
13122,Bishkek,1930,9300
13123, Bhutan,20,9000
13124,Tokyo,1950,9000
13125, Cyprus,20,6500
13126, Nicaragua,20,9300
13127,Bern,1910,22200
13128,Phnom Penh,1920,12400
13129,Torshavn,1930,11600
13130, Faroe Islands,20,11600
13131,Moscow,1940,12400
13132,Yerevan,1930,5400
13133, Wallis And Futuna Islands,20,9000
13134,Rome,1920,9000
13135,Pristina,1940,9300
13136, Syria,20,9000
13137,Vientiane,1900,11600
13138,Prague,1920,12400
13139, Singapore,20,11600
13140,Dakar,1930,34700
13141, Saint Pierre and Miquelon,20,9300
13142,Kralendijk,1940,3100
13143, French Southern Territories,20,6500
13144, Ecuador,19,17200
13145,Buenos Aires,1940,9300
13146, Pitcairn Island,20,17200
13147, Palestinian Territory Occupied,19,24100
13148, Guernsey and Alderney,19,6500
13149,Gustavia,1900,25800
13150, Belgium,20,11600
13151, Brazil,20,9000
13152, Kiribati,20,22200
13153, United States,20,17200
13154, Comoros,20,20900
13155, Guadeloupe,20,9000
13156, Ecuador,20,6500
13157, Myanmar,20,20900
13158, Cameroon,20,34400
13159, Solomon Islands,20,17200
13160, Guatemala,20,5400
13161, Haiti,20,6500
13162, Slovakia,20,6500
13163,Hong Kong,1920,12400
13164, Czech Republic,20,20900
13165, Seychelles,20,3100
13166, Syria,19,22200
13167, Taiwan,19,6500
13168, Western Asia,18,42800
13169, Samoa,20,20900
13170, South Georgia,20,22200
13171, Grenada,19,5400
13172, Romania,19,6500
13173,Skopje,1970,25800
13174, Libya,20,17200
13175, Cook Islands,20,11600
13176, Venezuela,20,9000
13177, Malaysia,20,43100
13178, Bhutan,20,22200
13179, Nauru,20,20900
13180, Korea South,20,3100
13181,Yaounde,1940,17200
13182, Romania,20,5400
13183, New Caledonia,20,11600
13184,Roseau,1970,20900
13185,Pristina,1930,5400
13186, Burkina Faso,20,6500
13187,Algiers,1960,17200
13188, Hungary,20,11600
13189, Hong Kong S.A.R.,20,20900
13190, Asia,21,12400
13191, Christmas Island,20,5400
13192, Macau S.A.R.,20,11600
13193, Guatemala,19,17200
13194, Western Asia,18,9000
13195, Korea North,20,20900
13196, South America,21,34700
13197, Kosovo,20,20900
13198, Finland,20,6500
13199,Vaduz,1920,9300
13200, Turkmenistan,20,20900
13201, Aruba,19,9300
13202,Rome,1970,11600
13203, Maldives,20,20900
13204, Lebanon,20,9300
13205,Torshavn,1930,22200
13206, Japan,20,12400
13207, Sierra Leone,20,9000
13208, Bolivia,20,12400
13209,Thimphu,1960,9300
13210,Hagatna,1960,9000
13211, Svalbard And Jan Mayen Islands,20,9300
13212, Palau,20,9300
13213, Uzbekistan,20,9000
13214,Kingston,1940,5400
13215, Trinidad And Tobago,20,20900
13216, Central America,18,9000
13217, Tajikistan,20,25800
13218, Guatemala,20,9300
13219, Canada,20,20900
13220, Bolivia,20,24100
13221, Burundi,19,5400
13222, China,20,9000
13223, Singapore,20,9300
13224, Cook Islands,20,9000
13225, Madagascar,19,17200
13226, Saudi Arabia,20,5400
13227, Kuwait,19,9300
13228,Antananarivo,1950,9300
13229, Suriname,20,9300
13230, Palestinian Territory Occupied,19,17200
13231, Saint Helena,20,42800
13232, Iceland,20,9300
13233, Oceania,21,11600
13234, Wallis And Futuna Islands,20,12400
13235,Alofi,1970,22200
13236,Porto-Novo,1970,6500
13237, Barbados,20,25800
13238," Bonaire, Sint Eustatius and Saba",20,5400
13239,Helsinki,1920,11600
13240, Cayman Islands,20,45500
13241, Costa Rica,20,20900
13242, Uzbekistan,19,38600
13243, Liberia,20,20900
13244, South Georgia,20,11600
13245, Gambia The,20,6500
13246,Kinshasa,1930,9300
13247,Papeete,1940,9300
13248, Saint Pierre and Miquelon,20,9300
13249, French Guiana,20,20900
13250, United Kingdom,20,9000
13251,Bissau,1940,11600
13252,Abuja,1920,5400
13253, Guadeloupe,20,9000
13254, Tunisia,19,38600
13255, Europe,21,20900
13256, Bermuda,20,34400
13257, Polynesia,18,17200
13258, Iraq,20,9000
13259," Bonaire, Sint Eustatius and Saba",20,17200
13260, Denmark,20,34400
13261, Australia,20,11600
13262, Kazakhstan,20,11600
13263, Honduras,20,9300
13264, Burkina Faso,20,6500
13265,Dushanbe,1930,5400
13266, Saint Pierre and Miquelon,20,20900
13267, France,20,11600
13268,Diego Garcia,1950,11600
13269, Moldova,20,11600
13270, Syria,19,20900
13271,Saint-Denis,1920,6500
13272, Senegal,19,20900
13273,Kinshasa,1940,20900
13274,Stockholm,1950,9000
13275, Switzerland,20,39500
13276, Christmas Island,20,17200
13277,Montevideo,1950,3100
13278, Singapore,20,20900
13279, Micronesia,18,6500
13280, Mozambique,20,9300
13281, East Timor,20,22200
13282,Cairo,1960,9000
13283," Bonaire, Sint Eustatius and Saba",20,9300
13284, Europe,21,9300
13285,Rome,1970,11600
13286, Honduras,20,9000
13287, Lebanon,20,5400
13288, Northern Europe,18,9300
13289, Northern Europe,18,9300
13290, French Polynesia,20,9000
13291, Guyana,20,20900
13292, Dominican Republic,20,34700
13293, Dominica,20,5400
13294, Guinea,20,9300
13295, Namibia,20,6500
13296,Bissau,1950,9300
13297, China,20,17200
13298, Gibraltar,20,12400
13299, Israel,20,24100
13300, Virgin Islands (US),20,42800
13301, Virgin Islands (US),20,22200
13302, Lithuania,20,11600
13303, Kyrgyzstan,20,3100
13304," Bonaire, Sint Eustatius and Saba",20,22200
13305,Baku,1920,43100
13306, Oceania,21,24100
13307, Sao Tome and Principe,20,11600
13308,Nay Pyi Taw,1940,9300
13309, Anguilla,20,9300
13310, Malaysia,20,9300
13311, Vietnam,20,25800
13312, Seychelles,20,22200
13313, Mongolia,20,11600
13314, Myanmar,20,9000
13315, Denmark,20,17200
13316, Turkmenistan,20,9300
13317,Rome,1930,6500
13318,Prague,1920,9300
13319, Saint-Barthelemy,20,17200
13320, Cyprus,20,25800
13321, Liberia,20,9000
13322,Dili,1950,9000
13323,Funafuti,1940,17200
13324,Amsterdam,1950,11600
13325, Lithuania,20,20900
13326, Antigua And Barbuda,20,9300
13327,Nassau,1950,22200
13328,Podgorica,1960,9300
13329, Saint-Martin (French part),19,20900
13330,Sofia,1970,6500
13331, Man (Isle of),19,25800
13332, Ireland,19,9000
13333, India,19,9300
13334,Yaren,1930,24100
13335, Africa,21,17200
13336, Northern Europe,18,9300
13337, Ethiopia,19,34700
13338, Moldova,19,3100
13339, British Indian Ocean Territory,19,12400
13340,Melekeok,1940,43100
13341,Quito,1960,9000
13342,Kingston,1960,9300
13343, Suriname,20,6500
13344, Pakistan,20,9000
13345, Cameroon,20,24100
13346,Georgetown,1920,22200
13347, Mayotte,20,9300
13348, Asia,21,9300
13349, Zambia,19,9300
13350, Asia,21,17200
13351, Spain,20,6500
13352, Aruba,20,12400
13353, South Georgia,20,6500
13354, Belgium,20,12400
13355, Lithuania,20,17200
13356, Slovenia,20,9300
13357, Iceland,19,20900
13358, Israel,19,6500
13359,Maseru,1940,9300
13360, Portugal,20,9000
13361, Tanzania,20,20900
13362, Cayman Islands,20,24100
13363,Vatican City,1960,9300
13364, Singapore,20,22200
13365, Saint Helena,20,12400
13366,Suva,1960,22200
13367, Central African Republic,20,11600
13368,Kingston,1960,9000
13369,Male,1950,20900
13370,Belgrade,1950,24100
13371,Alofi,1970,9300
13372,Sofia,1930,39500
13373, Macau S.A.R.,20,34400
13374, Israel,20,6500
13375,San Jose,1960,9300
13376, American Samoa,20,17200
13377, Finland,19,12400
13378, Mayotte,20,22200
13379, Cyprus,20,9000
13380, Grenada,19,9000
13381,New Delhi,1970,22200
13382, Bhutan,20,9300
13383, Gambia The,20,12400
13384,Kralendijk,1940,9000
13385,Bujumbura,1930,9000
13386, Malawi,20,9300
13387, Pitcairn Island,20,17200
13388, Syria,20,11600
13389,Tallinn,1930,9300
13390, Eastern Europe,18,11600
13391,Bandar Seri Begawan,1970,9000
13392, New Caledonia,20,9300
13393,Malabo,1960,12400
13394, Tajikistan,20,3100
13395, United Arab Emirates,20,12400
13396,Rome,1970,9300
13397, Eritrea,20,9300
13398,Ouagadougou,1940,22200
13399,St. George's,1930,9300
13400, Bosnia and Herzegovina,20,9300
13401, Niger,19,3100
13402, Namibia,20,9300
13403,Addis Ababa,1950,11600
13404, Africa,18,42800
13405, Montserrat,20,22200
13406, Asia,21,11600
13407, Spain,19,9300
13408, Kuwait,20,34700
13409, Croatia (Hrvatska),19,45500
13410,St. George's,1930,12400
13411, Saint Pierre and Miquelon,20,17200
13412, Argentina,20,6500
13413, Turkey,20,11600
13414, Estonia,20,5400
13415,Chisinau,1930,9300
13416, Central African Republic,19,6500
13417, United States,20,5400
13418, Kiribati,20,9300
13419, Fiji Islands,20,12400
13420, Georgia,20,20900
13421, Niger,19,9300
13422,Hong Kong,1920,6500
13423, United Arab Emirates,20,5400
13424, Christmas Island,20,20900
13425,New Delhi,1930,11600
13426,Tegucigalpa,1930,22200
13427,Tashkent,1930,9000
13428, Belize,20,6500
13429, Ghana,20,3100
13430,Diego Garcia,1930,9300
13431, Pitcairn Island,20,9300
13432, Saudi Arabia,19,20900
13433," Bonaire, Sint Eustatius and Saba",20,25800
13434, San Marino,20,9300
13435, Namibia,20,22200
13436,George Town,1940,9300
13437, Belgium,19,17200
13438, Micronesia,20,9000
13439, Trinidad And Tobago,20,9300
13440, Nauru,20,17200
13441,Valletta,1970,38600
13442, Netherlands The,20,12400
13443, San Marino,20,43100
13444,Pristina,1960,12400
13445, Portugal,20,9300
13446, Caribbean,21,17200
13447, Kuwait,20,9300
13448, Indonesia,20,12400
13449, Bangladesh,20,9000
13450, Somalia,20,6500
13451, Uganda,20,9000
13452, Venezuela,19,5400
13453, Marshall Islands,20,9300
13454, Sweden,20,5400
13455, Equatorial Guinea,20,12400
13456,Jakarta,1970,9000
13457, Eastern Africa,18,3100
13458,Belgrade,1940,24100
13459, Nauru,19,9000
13460, Niger,20,25800
13461, Singapore,20,5400
13462, Virgin Islands (British),20,11600
13463, Kuwait,20,43100
13464, Cote D'Ivoire (Ivory Coast),20,11600
13465, Honduras,20,20900
13466, Korea South,19,9300
13467, Latvia,20,12400
13468, Aland Islands,20,25800
13469, Togo,20,11600
13470, Lithuania,20,12400
13471, Hong Kong S.A.R.,20,20900
13472, Oman,20,11600
13473, Mali,20,20900
13474,Ulan Bator,1950,11600
13475, Curaçao,20,12400
13476,Suva,1960,6500
13477, Niger,20,5400
13478, Mozambique,20,9300
13479,Gaborone,1950,17200
13480, Dominica,20,9300
13481, Greenland,20,9300
13482, Saint-Martin (French part),20,25800
13483, Swaziland,20,9000
13484, Marshall Islands,20,9300
13485,Phnom Penh,1970,11600
13486,Funafuti,1960,17200
13487, Trinidad And Tobago,20,9000
13488,Saint-Pierre,1960,17200
13489, Pakistan,20,9000
13490,Brazzaville,1960,17200
13491, Myanmar,20,11600
13492, United States,20,11600
13493, Philippines,20,20900
13494, Nicaragua,20,34400
13495,Tbilisi,1970,9300
13496, Vatican City State (Holy See),20,17200
13497, Hungary,20,22200
13498, Czech Republic,20,9300
13499, Americas,18-21,17200
13500,Nouakchott,1960,12400
13501, Sudan,20,6500
13502, Bangladesh,20,11600
13503, Madagascar,20,9300
13504, East Timor,20,22200
13505,Asmara,1960,11600
13506, Costa Rica,20,25800
13507, Ecuador,20,6500
13508, Somalia,20,22200
13509, Somalia,20,12400
13510,Belgrade,1920,17200
13511, El Salvador,20,9300
13512, Cook Islands,19,12400
13513, Rwanda,20,17200
13514,Kathmandu,1940,9300
13515, Solomon Islands,19,9300
13516, Mexico,20,5400
13517, Nigeria,20,5400
13518, Afghanistan,20,9000
13519, Mayotte,20,24100
13520, Portugal,20,6500
13521, Equatorial Guinea,20,20900
13522,Mariehamn,1950,3100
13523, San Marino,20,9300
13524, Malta,20,22200
13525, Man (Isle of),20,3100
13526, Austria,20,12400
13527, Congo,19,25800
13528, Chad,20,20900
13529, Belarus,19,9300
13530, Singapore,20,11600
13531, Korea North,20,42800
13532, Turkmenistan,20,11600
13533, Chad,20,9300
13534, Madagascar,20,9300
13535, Caribbean,18,34700
13536, Faroe Islands,20,17200
13537, New Zealand,20,12400
13538, Vanuatu,20,9000
13539,Stockholm,1930,20900
13540, Guam,20,22200
13541, Taiwan,20,34400
13542, Chad,20,11600
13543, Brazil,20,6500
13544,Oslo,1930,11600
13545,Apia,1930,12400
13546, Netherlands The,19,9300
13547,Basse-Terre,1920,6500
13548,Tegucigalpa,1960,11600
13549, Tuvalu,19,12400
13550,Abu Dhabi,1930,9300
13551,Tirana,1930,6500
13552,Warsaw,1930,12400
13553,Mexico City,1930,34700
13554, Botswana,20,9000
13555, Malawi,20,24100
13556,Roseau,1910,12400
13557, Hungary,20,39500
13558, Chile,19,20900
13559, Nigeria,20,9000
13560,Doha,1920,38600
13561, Kenya,20,5400
13562, United Arab Emirates,19,9300
13563, Luxembourg,19,20900
13564, Montenegro,20,22200
13565,Tunis,1930,11600
13566,Nay Pyi Taw,1960,9300
13567, China,20,20900
13568, Eritrea,19,17200
13569,Ankara,1940,9000
13570, United States,19,9300
13571,Hamilton,1930,17200
13572, Reunion,20,11600
13573, Swaziland,20,3100
13574,Manama,1960,34400
13575,Mamoudzou,1950,22200
13576, Algeria,19,17200
13577, Antigua And Barbuda,20,22200
13578,Mexico City,1960,22200
13579, Norway,20,39500
13580, American Samoa,20,9300
13581, Algeria,20,22200
13582, United Kingdom,20,11600
13583, Virgin Islands (US),20,11600
13584, Myanmar,20,11600
13585,Mariehamn,1950,22200
13586, Luxembourg,20,6500
13587, Angola,20,22200
13588, Egypt,20,6500
13589, Colombia,19,11600
13590, Saint Helena,19,17200
13591, East Timor,19,5400
13592,Ashgabat,1940,9300
13593, New Caledonia,19,17200
13594, Southern Europe,18,11600
13595, Belarus,20,17200
13596, Asia,21,20900
13597, Reunion,20,20900
13598,Juba,1970,6500
13599, Western Asia,18,11600
13600, Korea South,19,22200
13601, Peru,19,12400
13602, Saint-Martin (French part),19,20900
13603, Bhutan,20,12400
13604, Ghana,20,9000
13605,New Delhi,1940,5400
13606, Paraguay,20,9300
13607,Brasilia,1940,9300
13608, Sao Tome and Principe,19,34700
13609, Puerto Rico,20,5400
13610, Man (Isle of),20,38600
13611, Guadeloupe,20,6500
13612, Tajikistan,20,9000
13613, Anguilla,20,38600
13614, Western Sahara,20,25800
13615, Liberia,20,6500
13616, Kuwait,20,6500
13617, Norway,20,25800
13618, Aland Islands,20,9000
13619, Bulgaria,20,9300
13620, Greenland,20,24100
13621,Vientiane,1940,6500
13622,Charlotte Amalie,1940,9300
13623,Marigot,1960,9000
13624, Trinidad And Tobago,20,12400
13625, Serbia,20,25800
13626, Ghana,20,9300
13627,Jerusalem,1960,11600
13628, South Africa,20,9300
13629,El-Aaiun,1940,11600
13630, Paraguay,20,11600
13631,Algiers,1960,5400
13632, Russia,20,24100
13633, Norway,20,9000
13634,London,1950,17200
13635, Brunei,20,12400
13636, Angola,20,9000
13637, Western Europe,18,39500
13638, Tuvalu,19,9000
13639, Barbados,20,12400
13640, Uzbekistan,20,17200
13641,Wellington,1960,20900
13642,Riga,1960,9300
13643, El Salvador,20,20900
13644, Jordan,19,17200
13645,Podgorica,1960,34400
13646, Turks And Caicos Islands,19,9300
13647, Montserrat,20,9300
13648, Tanzania,20,9300
13649,Luxembourg,1930,22200
13650, Ethiopia,20,9000
13651, Namibia,20,9300
13652, Armenia,20,11600
13653, Antigua And Barbuda,20,9300
13654, Oceania,21,9000
13655, Puerto Rico,20,20900
13656, Rwanda,20,22200
13657, Azerbaijan,20,17200
13658, Israel,20,24100
13659, Kosovo,20,20900
13660, Syria,20,9300
13661, Haiti,20,5400
13662, Israel,20,24100
13663,Tehran,1930,9000
13664,El-Aaiun,1940,9300
13665, Madagascar,20,9300
13666, Bahamas The,20,9300
13667,Saint-Denis,1940,9000
13668, Oceania,21,9000
13669, Malta,19,9300
13670, Yemen,20,25800
13671,Paris,1910,12400
13672,Tirana,1940,11600
13673,Tokyo,1930,20900
13674,Bujumbura,1930,34400
13675, Egypt,20,22200
13676,Flying Fish Cove,1940,9300
13677, Haiti,19,22200
13678, Saint Pierre and Miquelon,20,17200
13679, Malaysia,20,17200
13680, Palestinian Territory Occupied,20,24100
13681,Tokyo,1910,9300
13682, Taiwan,20,34400
13683, Singapore,20,9300
13684,Tunis,1930,20900
13685, South Africa,20,22200
13686, Panama,20,22200
13687,Roseau,1970,9000
13688, Somalia,20,11600
13689, Germany,19,12400
13690, Denmark,20,9300
13691,Dushanbe,1940,9000
13692, Paraguay,20,5400
13693,Plymouth,1940,9300
13694,Bangui,1930,11600
13695, Cape Verde,19,17200
13696,Port Vila,1960,22200
13697,Juba,1930,11600
13698, Singapore,20,17200
13699, Eastern Africa,21,12400
13700,Oslo,1930,12400
13701,Manama,1930,11600
13702, Iran,19,9000
13703,Managua,1930,6500
13704,Stockholm,1930,9300
13705, Chad,19,45500
13706,Tegucigalpa,1960,11600
13707, United Kingdom,19,9300
13708, Kuwait,19,3100
13709,Kiev,1950,12400
13710, American Samoa,20,22200
13711, United Kingdom,20,9300
13712,Brazzaville,1960,9300
13713, Bhutan,20,12400
13714, Niue,20,11600
13715, Lithuania,20,9000
13716,Mexico City,1930,12400
13717, French Guiana,20,9300
13718,Sofia,1940,9300
13719, Ireland,20,9300
13720, Bolivia,19,9300
13721, Netherlands The,20,25800
13722, Benin,20,9300
13723,Tirana,1930,11600
13724, British Indian Ocean Territory,20,20900
13725, South Sudan,20,9000
13726, Solomon Islands,19,12400
13727, Slovakia,20,6500
13728, Ireland,20,5400
13729, Hong Kong S.A.R.,19,20900
13730, Guernsey and Alderney,20,6500
13731, Spain,19,5400
13732, Eritrea,20,6500
13733,Sofia,1970,17200
13734, Saint Vincent And The Grenadines,20,9300
13735,Fort-de-France,1920,5400
13736,Kinshasa,1930,6500
13737, Romania,20,22200
13738,Quito,1960,20900
13739, Latvia,20,22200
13740,Oslo,1930,9300
13741,Basse-Terre,1920,9300
13742, Asia,21,6500
13743,Podgorica,1960,9300
13744, Seychelles,20,34700
13745, Venezuela,19,9300
13746, Marshall Islands,19,6500
13747, Cayman Islands,19,9300
13748, Ireland,20,25800
13749, Guyana,20,20900
13750,Mbabane,1940,17200
13751,Bern,1910,9000
13752, South America,21,42800
13753, Finland,20,6500
13754, Guadeloupe,20,12400
13755, Sri Lanka,20,9000
13756, Guadeloupe,20,22200
13757, Sint Maarten (Dutch part),20,9000
13758, Poland,20,6500
13759, Moldova,19,3100
13760, Gabon,20,20900
13761, Turkmenistan,20,38600
13762, Malawi,20,9300
13763, Virgin Islands (British),20,9300
13764,Flying Fish Cove,1940,20900
13765,Rome,1920,9300
13766,Ankara,1920,9300
13767, Vatican City State (Holy See),19,9300
13768, Chile,20,9000
13769, Bangladesh,20,20900
13770,Washington,1940,6500
13771, Dominica,20,6500
13772, Virgin Islands (British),20,9000
13773,Antananarivo,1940,5400
13774, Andorra,19,11600
13775, Svalbard And Jan Mayen Islands,20,9300
13776, Gibraltar,19,9000
13777, Italy,19,24100
13778, Brunei,19,5400
13779, Papua new Guinea,19,38600
13780, Uganda,20,5400
13781, Nepal,20,9000
13782, Colombia,20,6500
13783, Kiribati,20,9000
13784, Grenada,20,17200
13785,East Jerusalem,1930,3100
13786, Chile,20,24100
13787, Cameroon,20,5400
13788,Riga,1960,5400
13789, Southern Asia,18,11600
13790, Bangladesh,20,12400
13791, Bangladesh,20,6500
13792, San Marino,19,9000
13793,Plymouth,1940,9300
13794,Bridgetown,1920,6500
13795,Papeete,1940,22200
13796, Guinea-Bissau,20,9300
13797, Svalbard And Jan Mayen Islands,20,9300
13798,Thimphu,1960,5400
13799, Indonesia,19,9300
13800, Burundi,19,9300
13801, Zimbabwe,20,5400
13802, Curaçao,19,12400
13803,Phnom Penh,1970,25800
13804, Liberia,20,20900
13805, Greenland,19,9300
13806, Iran,19,11600
13807, Antigua And Barbuda,20,6500
13808, Mexico,20,38600
13809, Iran,20,9300
13810,Gaborone,1970,17200
13811,Warsaw,1930,17200
13812, Belgium,19,12400
13813, Seychelles,19,9000
13814, Europe,21,9000
13815, Lesotho,20,25800
13816, Gambia The,20,25800
13817, Georgia,19,6500
13818, Georgia,19,5400
13819, Eastern Africa,21,3100
13820, Eastern Africa,21,6500
13821, Americas,18-21,9300
13822, Portugal,20,20900
13823, Lebanon,20,9000
13824, San Marino,20,11600
13825, Libya,20,11600
13826, Papua new Guinea,20,20900
13827, Sint Maarten (Dutch part),20,9000
13828, Benin,20,9300
13829,Tegucigalpa,1920,6500
13830, Burundi,20,5400
13831,Nay Pyi Taw,1960,12400
13832, Turks And Caicos Islands,20,3100
13833,Santiago,1870,20900
13834,Abuja,1920,12400
13835, Afghanistan,20,5400
13836, Korea South,20,22200
13837, Nigeria,20,20900
13838, Somalia,20,9000
13839,Hamilton,1930,9300
13840, Korea South,20,6500
13841, Zambia,20,5400
13842,Port Vila,1960,17200
13843,Mexico City,1960,20900
13844, Cote D'Ivoire (Ivory Coast),20,20900
13845, Guinea-Bissau,19,9300
13846, Europe,21,3100
13847, Congo The Democratic Republic Of The,19,22200
13848, Panama,19,12400
13849, Morocco,19,42800
13850, Asia,18,5400
13851, Korea North,19,9300
13852, Uruguay,20,6500
13853, Solomon Islands,20,43100
13854, Mexico,20,12400
13855, Greenland,20,20900
13856,Moroni,1970,17200
13857,Kigali,1940,9300
13858, Faroe Islands,20,11600
13859,Baku,1920,22200
13860,Maseru,1950,20900
13861,Philipsburg,1940,9300
13862, Thailand,20,9300
13863, Colombia,19,9300
13864, Jersey,20,9000
13865, Americas,18-21,12400
13866,Chisinau,1950,9300
13867, Liechtenstein,20,22200
13868, Oceania,21,9300
13869,Stockholm,1880,5400
13870,Tirana,1940,9300
13871, Austria,20,12400
13872,Fort-de-France,1940,20900
13873, Algeria,19,34400
13874, Spain,20,20900
13875,Saint Helier,1950,12400
13876, Angola,20,17200
13877,Hong Kong,1920,11600
13878,Nuuk,1950,17200
13879, Lithuania,19,38600
13880,Stockholm,1880,12400
13881,Nassau,1950,24100
13882, Guam,20,9300
13883, Europe,21,9300
13884,Gaborone,1970,25800
13885,San Jose,1960,11600
13886, Bahrain,19,12400
13887,St. George's,1930,9300
13888, Russia,20,34700
13889, Qatar,19,9300
13890,Rabat,1940,3100
13891, Gibraltar,20,20900
13892, Turkey,20,5400
13893, Ireland,20,20900
13894, Asia,21,9300
13895, Kyrgyzstan,20,22200
13896, Uruguay,20,24100
13897, Bosnia and Herzegovina,20,22200
13898, Kiribati,19,11600
13899, Americas,18-21,20900
13900, Curaçao,19,38600
13901, Belize,20,43100
13902,Macao,1930,9300
13903, Costa Rica,20,9300
13904, Switzerland,19,20900
13905,Kiev,1950,9300
13906, Mexico,20,11600
13907, Finland,20,6500
13908,Funafuti,1930,38600
13909,Libreville,1940,20900
13910,Athens,1920,11600
13911,Maseru,1940,39500
13912,Antananarivo,1950,42800
13913,Suva,1960,5400
13914,St. George's,1930,6500
13915, Bermuda,20,12400
13916, Iceland,19,5400
13917, Morocco,19,24100
13918, Rwanda,20,9300
13919,Addis Ababa,1950,9300
13920, Greenland,20,11600
13921, Russia,20,12400
13922, Azerbaijan,20,6500
13923, Ecuador,20,9300
13924, Sri Lanka,19,6500
13925, Saint Pierre and Miquelon,20,12400
13926, Belgium,19,9300
13927,Havana,1920,9300
13928,Belgrade,1930,22200
13929,Bangkok,1940,11600
13930, Brunei,20,9300
13931,Nassau,1940,22200
13932, Vanuatu,20,9000
13933, Chad,20,3100
13934, Mozambique,20,25800
13935, Northern Mariana Islands,20,24100
13936, New Zealand,19,9000
13937,Havana,1940,22200
13938, Guinea,20,25800
13939, Asia,18,6500
13940, Belarus,20,11600
13941, Comoros,20,12400
13942, Belize,20,6500
13943, Saudi Arabia,20,17200
13944,Andorra la Vella,1950,11600
13945, American Samoa,20,9000
13946, Central America,21,11600
13947,Skopje,1970,12400
13948, France,20,11600
13949, French Southern Territories,20,24100
13950, Korea South,20,34400
13951, Botswana,20,9000
13952, Reunion,20,42800
13953, Turks And Caicos Islands,19,17200
13954, Slovakia,20,17200
13955, Andorra,20,6500
13956, Virgin Islands (US),20,9300
13957, Ghana,20,25800
13958, Panama,20,9300
13959, Georgia,20,3100
13960, Central African Republic,20,17200
13961, Czech Republic,20,22200
13962, French Polynesia,20,11600
13963, Djibouti,20,3100
13964,Jakarta,1970,6500
13965, Pitcairn Island,20,9000
13966, Tonga,20,5400
13967, Argentina,20,17200
13968, Fiji Islands,20,34400
13969,Marigot,1960,9000
13970, Cayman Islands,20,34700
13971, Seychelles,20,9300
13972, Mayotte,20,12400
13973, Suriname,20,9300
13974,Port Vila,1960,12400
13975, Somalia,20,9000
13976, Mexico,20,17200
13977, Angola,20,12400
13978, Algeria,20,9000
13979, Aland Islands,20,25800
13980, Americas,18-21,11600
13981, Pakistan,20,6500
13982, Tonga,20,17200
13983, Equatorial Guinea,20,17200
13984, Tanzania,20,11600
13985, Puerto Rico,20,9300
13986, Cameroon,20,9000
13987, Saint Lucia,20,6500
13988, Iraq,20,17200
13989, Anguilla,20,9300
13990, Greece,19,11600
13991,Kigali,1940,12400
13992, Samoa,20,6500
13993, Falkland Islands,19,9300
13994, Burkina Faso,19,11600
13995, Christmas Island,19,12400
13996,Saint-Pierre,1960,24100
13997, Saint-Barthelemy,20,12400
13998, Sierra Leone,20,17200
13999,San Juan,1950,5400
14000,Pristina,1960,11600
14001, Reunion,20,22200
14002,Palikir,1930,12400
14003,Mogadishu,1940,12400
14004,Palikir,1940,24100
14005,Ashgabat,1930,6500
14006, Turkey,20,17200
14007, Venezuela,20,24100
14008, Ukraine,20,9300
14009, Spain,20,12400
14010, Cape Verde,20,11600
14011, Congo,20,34700
14012, Afghanistan,20,39500
14013, Haiti,19,20900
14014, Belize,20,9300
14015, Sierra Leone,20,9000
14016, Canada,20,9300
14017,Oranjestad,1960,42800
14018, Middle Africa,18,9300
14019, Man (Isle of),20,24100
14020, Morocco,19,9300
14021, Curaçao,19,9000
14022, Tunisia,19,9300
14023, Norfolk Island,19,5400
14024, Peru,19,12400
14025, Afghanistan,20,22200
14026, United Kingdom,20,9300
14027, Ireland,20,6500
14028,Brazzaville,1920,9000
14029, Vanuatu,20,5400
14030, France,20,9000
14031, Kazakhstan,19,17200
14032, Belgium,20,12400
14033, Saint Lucia,19,12400
14034, Faroe Islands,20,3100
14035, Oman,20,5400
14036, Bosnia and Herzegovina,20,3100
14037, Middle Africa,18,9300
14038,Kingston,1960,17200
14039,Kathmandu,1950,20900
14040, Belgium,20,17200
14041, Montserrat,20,20900
14042,Saint-Pierre,1960,20900
14043, Virgin Islands (US),20,6500
14044, Asia,18,6500
14045, Caribbean,21,9300
14046, Trinidad And Tobago,19,34400
14047, Iraq,20,22200
14048, Cyprus,20,43100
14049,Dakar,1960,17200
14050, Aruba,20,6500
14051, Taiwan,20,20900
14052,Accra,1940,6500
14053,Tehran,1940,22200
14054, Guatemala,20,17200
14055, Aruba,20,22200
14056, Spain,19,9300
