,city,decade,Income ($)
13727,Bratislava,1940,6500
13728,Dublin,1940,5400
13729,Hong Kong,1820,20900
13730,St Peter Port,1930,6500
13731,Madrid,1890,5400
13732,Asmara,1910,6500
13733,Sofia,1970,17200
13734,Kingstown,1950,9300
13735,Fort-de-France,1920,5400
13736,Kinshasa,1930,6500
13737,Bucharest,1970,22200
13738,Quito,1960,20900
13739,Riga,1970,22200
13740,Oslo,1930,9300
13741,Basse-Terre,1920,9300
13742, Eastern Asia,21,6500
13743,Podgorica,1960,9300
13744,Victoria,1970,34700
13745,Caracas,1890,9300
13746,Majuro,1870,6500
13747,George Town,1840,9300
13748,Dublin,1990,25800
13749,Georgetown,1970,20900
13750,Mbabane,1940,17200
13751,Bern,1910,9000
13752, South America,21,42800
13753,Helsinki,1970,6500
13754,Basse-Terre,1970,12400
13755,Colombo,1990,9000
13756,Basse-Terre,1970,22200
13757,Philipsburg,1960,9000
13758,Warsaw,1950,6500
13759,Chisinau,1860,3100
13760,Libreville,1910,20900
13761,Ashgabat,1960,38600
13762,Lilongwe,1970,9300
13763,Road Town,1910,9300
13764,Flying Fish Cove,1940,20900
13765,Rome,1920,9300
13766,Ankara,1920,9300
13767,Vatican City,1810,9300
13768,Santiago,1970,9000
13769,Dhaka,1970,20900
13770,Washington,1940,6500
13771,Roseau,1950,6500
13772,Road Town,1940,9000
13773,Antananarivo,1940,5400
13774,Andorra la Vella,1890,11600
13775,Longyearbyen,1990,9300
13776,Gibraltar,19,9000
13777,Rome,1850,24100
13778,Bandar Seri Begawan,19,5400
13779,Port Moresby,1800,38600
13780,Kampala,1960,5400
13781,Kathmandu,1900,9000
13782,Bogota,1910,6500
13783, Micronesia,20,9000
13784,St. George's,1920,17200
13785,East Jerusalem,1930,3100
13786,Santiago,1930,24100
13787,Yaounde,1960,5400
13788,Riga,1960,5400
13789,Male,18,11600
13790,Dhaka,1950,12400
13791,Dhaka,1980,6500
13792,San Marino,1890,9000
13793,Plymouth,1940,9300
13794,Bridgetown,1920,6500
13795,Papeete,1940,22200
13796,Bissau,1970,9300
13797,Longyearbyen,1960,9300
13798,Thimphu,1960,5400
13799,Jakarta,1880,9300
13800,Bujumbura,1870,9300
13801,Harare,1920,5400
13802,Willemstad,1880,12400
13803,Phnom Penh,1970,25800
13804,Monrovia,1970,20900
13805,Nuuk,1880,9300
13806,Tehran,1870,11600
13807,St. John's,1960,6500
13808,Mexico City,1940,38600
13809,Tehran,1980,9300
13810,Gaborone,1970,17200
13811,Warsaw,1930,17200
13812,Brussels,19,12400
13813, Africa,19,9000
13814,Valletta,21,9000
13815,Maseru,20,25800
13816,Banjul,1970,25800
13817,Tbilisi,1870,6500
13818,Tbilisi,1890,5400
13819, Eastern Africa,21,3100
13820, Eastern Africa,21,6500
13821, Northern America,21,9300
13822,Lisbon,1930,20900
13823,Beirut,1940,9000
13824,San Marino,1930,11600
13825,Tripolis,1960,11600
13826,Port Moresby,1940,20900
13827,Philipsburg,1950,9000
13828,Porto-Novo,1980,9300
13829,Tegucigalpa,1920,6500
13830,Bujumbura,1920,5400
13831,Nay Pyi Taw,1960,12400
13832,Cockburn Town,1950,3100
13833,Santiago,1870,20900
13834,Abuja,1920,12400
13835,Kabul,1960,5400
13836,Seoul,1960,22200
13837,Abuja,1960,20900
13838,Mogadishu,1970,9000
13839,Hamilton,1930,9300
13840,Seoul,1950,6500
13841,Lusaka,20,5400
13842,Port Vila,1960,17200
13843,Mexico City,1960,20900
13844,Yamoussoukro,1950,20900
13845,Bissau,1810,9300
13846,Chisinau,21,3100
13847,Kinshasa,1880,22200
13848,Panama City,1870,12400
13849,Rabat,1890,42800
13850, Eastern Asia,18,5400
13851,Pyongyang,1880,9300
13852,Montevideo,1970,6500
13853,Honiara,1990,43100
13854,Mexico City,1910,12400
13855,Nuuk,1970,20900
13856,Moroni,1970,17200
13857,Kigali,1940,9300
13858,Torshavn,1970,11600
13859,Baku,1920,22200
13860,Maseru,1950,20900
13861,Philipsburg,1940,9300
13862,Bangkok,1920,9300
13863,Bogota,1860,9300
13864,Saint Helier,1970,9000
13865,Kingston,1970,12400
13866,Chisinau,1950,9300
13867,Vaduz,1910,22200
13868, Polynesia,21,9300
13869,Stockholm,1880,5400
13870,Tirana,1940,9300
13871,Vienna,1920,12400
13872,Fort-de-France,1940,20900
13873,Algiers,1870,34400
13874,Madrid,1980,20900
13875,Saint Helier,1950,12400
13876,Luanda,1980,17200
13877,Hong Kong,1920,11600
13878,Nuuk,1950,17200
13879,Vilnius,19,38600
13880,Stockholm,1880,12400
13881,Nassau,1950,24100
13882,Hagatna,1970,9300
13883,Prague,2000,9300
13884,Gaborone,1970,25800
13885,San Jose,1960,11600
13886,Manama,19,12400
13887,St. George's,1930,9300
13888,Moscow,1980,34700
13889,Doha,1890,9300
13890,Rabat,1940,3100
13891,Gibraltar,1930,20900
13892,Ankara,1900,5400
13893,Dublin,1960,20900
13894, Southern Asia,21,9300
13895,Bishkek,1970,22200
13896,Montevideo,1960,24100
13897,Sarajevo,1950,22200
13898,Tarawa,1830,11600
13899,San Salvador,19-20,20900
13900,Willemstad,1890,38600
13901,Belmopan,1940,43100
13902,Macao,1930,9300
13903,San Jose,1950,9300
13904,Bern,1880,20900
13905,Kiev,1950,9300
13906,Mexico City,1940,11600
13907,Helsinki,1940,6500
13908,Funafuti,1930,38600
13909,Libreville,1940,20900
13910,Athens,1920,11600
13911,Maseru,1940,39500
13912,Antananarivo,1950,42800
13913,Suva,1960,5400
13914,St. George's,1930,6500
13915,Hamilton,1940,12400
13916,Reykjavik,19,5400
13917,Rabat,1860,24100
13918,Kigali,1950,9300
13919,Addis Ababa,1950,9300
13920,Nuuk,1980,11600
13921,Moscow,1950,12400
13922,Baku,1900,6500
13923,Quito,1940,9300
13924,Colombo,1850,6500
13925,Saint-Pierre,1930,12400
13926,Brussels,1850,9300
13927,Havana,1920,9300
13928,Belgrade,1930,22200
13929,Bangkok,1940,11600
13930,Bandar Seri Begawan,1940,9300
13931,Nassau,1940,22200
13932,Port Vila,1940,9000
13933,N'Djamena,1960,3100
13934,Maputo,1940,25800
13935,Saipan,1910,24100
13936,Wellington,19,9000
13937,Havana,1940,22200
13938,Conakry,1930,25800
13939, Eastern Asia,18,6500
13940,Minsk,1910,11600
13941,Moroni,1980,12400
13942,Belmopan,1980,6500
13943,Riyadh,20,17200
13944,Andorra la Vella,1950,11600
13945,Pago Pago,1920,9000
13946, Central America,21,11600
13947,Skopje,1970,12400
13948,Paris,1980,11600
13949,Port-aux-Francais,1960,24100
13950,Seoul,1970,34400
13951,Gaborone,1930,9000
13952,Saint-Denis,20,42800
13953,Cockburn Town,19-20,17200
13954,Bratislava,1910,17200
13955,Andorra la Vella,1980,6500
13956,Charlotte Amalie,1980,9300
13957,Accra,1900,25800
13958,Panama City,1920,9300
13959,Tbilisi,1910,3100
13960,Bangui,1960,17200
13961,Prague,1970,22200
13962,Papeete,1960,11600
13963,Djibouti,1970,3100
13964,Jakarta,1970,6500
13965,Adamstown,1970,9000
13966,Nuku'alofa,1980,5400
13967,Buenos Aires,19-20,17200
13968,Suva,1980,34400
13969,Marigot,1960,9000
13970,George Town,1970,34700
13971,Victoria,1920,9300
13972,Mamoudzou,1930,12400
13973,Paramaribo,1940,9300
13974,Port Vila,1960,12400
13975,Mogadishu,1980,9000
13976,Mexico City,1940,17200
13977,Luanda,1970,12400
13978,Algiers,1950,9000
13979,Mariehamn,1970,25800
13980,Kingston,1970,11600
13981,Islamabad,1970,6500
13982,Nuku'alofa,1940,17200
13983,Malabo,1940,17200
13984,Dodoma,1980,11600
13985,San Juan,1980,9300
13986,Yaounde,1980,9000
13987,Castries,1900,6500
13988,Baghdad,1920,17200
13989,The Valley,1960,9300
13990,Athens,1860,11600
13991,Kigali,1940,12400
13992,Apia,1960,6500
13993,Stanley,1890,9300
13994,Ouagadougou,1840,11600
13995,Flying Fish Cove,1890,12400
13996,Saint-Pierre,1960,24100
13997,Gustavia,1940,12400
13998,Freetown,1950,17200
13999,San Juan,1950,5400
14000,Pristina,1960,11600
14001,Saint-Denis,1930,22200
14002,Palikir,1930,12400
14003,Mogadishu,1940,12400
14004,Palikir,1940,24100
14005,Ashgabat,1930,6500
14006,Ankara,1950,17200
14007, South America,19-20,24100
14008,Kiev,1920,9300
14009,Madrid,1950,12400
14010,Praia,1960,11600
14011,Brazzaville,1990,34700
14012,Kabul,1900,39500
14013,Port-au-Prince,1800,20900
14014,Belmopan,1950,9300
14015,Freetown,1950,9000
14016,Ottawa,1970,9300
14017,Oranjestad,1960,42800
14018,Malabo,18,9300
14019,"Douglas, Isle of Man",1980,24100
14020,Rabat,1850,9300
14021,Willemstad,1820,9000
14022,Tunis,1880,9300
14023,Kingston,1880,5400
14024,Lima,1840,12400
14025,Kabul,1950,22200
14026,London,1940,9300
14027,Dublin,1950,6500
14028,Brazzaville,1920,9000
14029,Port Vila,1970,5400
14030,Paris,1950,9000
14031,Astana,19,17200
14032,Brussels,1960,12400
14033,Castries,19-20,12400
14034,Torshavn,1980,3100
14035,Muscat,1950,5400
14036,Sarajevo,1940,3100
14037,Bangui,18,9300
14038,Kingston,1960,17200
14039,Kathmandu,1950,20900
14040,Brussels,1980,17200
14041,Plymouth,1910,20900
14042,Saint-Pierre,1960,20900
14043,Charlotte Amalie,1900,6500
14044, Eastern Asia,18,6500
14045,George Town,2000,9300
14046,Port of Spain,1850,34400
14047,Baghdad,1930,22200
14048,Nicosia,1980,43100
14049,Dakar,1960,17200
14050,Oranjestad,1970,6500
14051,Taipei,1960,20900
14052,Accra,1940,6500
14053,Tehran,1940,22200
14054,Guatemala City,1930,17200
14055,Oranjestad,1940,22200
14056,Madrid,19,9300
14057,Phnom Penh,1970,24100
14058,Papeete,2000,20900
14059,Kathmandu,1970,9300
14060,Charlotte Amalie,1980,6500
14061,Riga,1980,22200
14062,Diego Garcia,1910,11600
14063,St Peter Port,1920,12400
14064,Oranjestad,1910,17200
14065,Maputo,1940,34400
14066,Conakry,1970,9000
14067,Quito,1950,17200
14068,Bangkok,19,24100
14069,Managua,1960,22200
14070,Thimphu,1980,25800
14071,Managua,1930,25800
14072,Valletta,1970,11600
14073,Papeete,2000,9300
14074,Dhaka,1970,5400
14075,Bridgetown,1930,17200
14076,Bucharest,1960,22200
14077,Dhaka,1980,5400
14078,Kinshasa,1970,11600
14079,Thimphu,1970,12400
14080,Rome,1970,6500
14081,Juba,2000,6500
14082,Apia,1910,9000
14083,Lilongwe,1920,42800
14084,St. John's,1970,22200
14085,Abu Dhabi,1980,6500
14086,Bogota,1890,38600
14087,Saipan,1970,9300
14088,Bamako,2000,34400
14089,Quito,1980,17200
14090,Khartoum,1950,17200
14091,Ankara,1970,6500
14092,East Jerusalem,1970,3100
14093,Sanaa,1950,3100
14094,Rabat,1920,9300
14095,St. George's,1940,5400
14096,Valletta,1930,34400
14097,Mamoudzou,1930,9300
14098,Kralendijk,1820,22200
14099,El-Aaiun,1980,34400
14100,Sucre,1920,9300
14101,Port Louis,1940,11600
14102,Mata Utu,1940,20900
14103,Taipei,1930,17200
14104,Mamoudzou,1940,22200
14105,Victoria,1950,5400
14106,Ankara,1910,17200
14107,Apia,1930,9000
14108,Islamabad,1990,20900
14109,London,2010,9000
14110,Skopje,1920,24100
14111,Havana,2000,12400
14112, Eastern Europe,21,9000
14113,Managua,1970,9300
14114,Cayenne,1960,9000
14115,Funafuti,1890,12400
14116,Avarua,1970,12400
14117,West Island,1970,22200
14118,Dublin,1980,11600
14119,Sofia,1970,9300
14120,Suva,1930,17200
14121,Papeete,1940,9300
14122,Reykjavik,1980,20900
14123,Port Louis,1940,11600
14124,Kuwait City,1940,22200
14125,Lusaka,1940,11600
14126,Andorra la Vella,1910,22200
14127, Africa,19,9000
14128,Diego Garcia,1940,5400
14129,Mata Utu,1800,11600
14130,Port Moresby,1920,11600
14131, Australia and New Zealand,18,9000
14132, Central America,19-20,11600
14133,Nuuk,1930,9300
14134,Athens,1910,12400
14135,Cayenne,19-20,9000
14136,Apia,1940,25800
14137,Thimphu,19,17200
14138,Vaduz,1940,12400
14139,Gustavia,1890,6500
14140,Male,1970,6500
14141,Adamstown,1960,9300
14142,Ljubljana,1850,11600
14143,Taipei,1950,9000
14144,Jerusalem,1910,9300
14145,Algiers,1860,11600
14146,Harare,18,3100
14147,Lilongwe,1870,22200
14148,Jamestown,1930,9300
14149,Kingston,1920,9300
14150,Washington,1970,9300
14151,Buenos Aires,1950,6500
14152, Caribbean,21,9300
14153,Noumea,1980,9000
14154,St. John's,2000,9300
14155,Pago Pago,1890,24100
14156,San Salvador,1900,25800
14157,Manama,1810,20900
14158,Andorra la Vella,1980,22200
14159,Honiara,19,9300
14160,Tokyo,1950,11600
14161,Chisinau,1950,9300
14162,Pago Pago,1860,9000
14163,Rome,1870,12400
14164,Thimphu,19,6500
14165,Oranjestad,1930,22200
14166,Mariehamn,1920,5400
14167,Kathmandu,1940,20900
14168,Montevideo,1840,9300
14169,Oranjestad,1970,9000
14170,Ouagadougou,1980,9300
14171,Avarua,1940,11600
14172,Maputo,18,22200
14173,Belgrade,1890,25800
14174,Belgrade,1970,25800
14175, Europe,19,5400
14176,Pristina,1920,9000
14177, Eastern Asia,20,9000
14178,Banjul,1970,6500
14179,Plymouth,1840,17200
14180,Bissau,1960,17200
14181,Port-au-Prince,1950,3100
14182,Amsterdam,20,11600
14183,Skopje,1960,20900
14184,Jakarta,1910,34400
14185,Basseterre,1920,3100
14186,Sucre,1900,9000
14187,Bridgetown,1960,22200
14188,Pretoria,1920,12400
14189,Manila,1940,9300
14190,Taipei,1950,9300
14191,Canberra,19,20900
14192,St Peter Port,1870,11600
14193,Baghdad,1880,11600
14194,Buenos Aires,1930,24100
14195,Brussels,1980,5400
14196,Zagreb,1810,11600
14197,Paris,1870,12400
14198,Diego Garcia,1950,42800
14199,Yaren,1980,20900
14200,Vientiane,1840,12400
14201,San Juan,1980,9300
14202,Santo Domingo,1910,3100
14203,Bandar Seri Begawan,1910,24100
14204,Papeete,1940,24100
14205,Stockholm,1790,17200
14206,Moscow,1920,9300
14207,Jakarta,1890,11600
14208,Helsinki,1950,9000
14209,Alofi,1960,3100
14210,Lilongwe,1960,12400
14211,Funafuti,1960,9300
14212,Reykjavik,1970,3100
14213,Oranjestad,1960,6500
14214,West Island,1970,20900
14215,Budapest,1950,20900
14216,San Jose,1820,9000
14217,Sarajevo,1880,6500
14218,El-Aaiun,1820,6500
14219,Tripolis,1940,9000
14220,Gustavia,1940,22200
14221,Port-au-Prince,1860,11600
14222,Papeete,1880,6500
14223,Bucharest,1950,11600
14224,Port Vila,1870,20900
14225,St. John's,1840,6500
14226,Ulan Bator,1910,9300
14227,Malabo,1910,34400
14228, Caribbean,18,20900
14229,Belmopan,2000,12400
14230,Adamstown,1990,9300
14231,Papeete,2000,9300
14232,Ashgabat,1950,3100
14233,Guatemala City,1900,9300
14234,Roseau,1800,11600
14235,Ouagadougou,1990,22200
14236,Malabo,1820,9000
14237,Funafuti,1930,5400
14238,Malabo,1930,5400
14239,Basse-Terre,1940,12400
14240,Caracas,1960,9000
14241,Kingston,1810,9300
14242,Riga,1880,9000
14243,Mata Utu,1810,12400
14244,Majuro,1980,17200
14245,Paris,19,39500
14246,Abu Dhabi,1950,17200
14247,Kabul,1880,5400
14248,Basse-Terre,1840,9000
14249,George Town,1870,12400
14250,Noumea,1940,22200
14251,Road Town,1960,11600
14252,Chisinau,21,9300
14253,Seoul,21,12400
14254,Amsterdam,1790,5400
14255,San Salvador,1920,11600
14256, Northern Europe,21,11600
14257,Ankara,19,25800
14258,Brasilia,1950,11600
14259,San Marino,1890,6500
14260,Quito,1860,5400
14261,Bishkek,1950,9000
14262,Havana,1980,5400
14263,Georgetown,1800,9300
14264,Thimphu,1950,34400
14265,Kuwait City,19,25800
14266,Road Town,1870,9000
14267,Mbabane,1890,24100
14268,Dushanbe,1800,3100
14269,Bogota,1960,12400
14270, Western Asia,18,9300
14271,London,1980,17200
14272,The Valley,1860,34700
14273,Road Town,1950,11600
14274,Ottawa,1950,24100
14275,Mata Utu,1930,17200
14276,Mariehamn,1920,34700
14277,Asuncion,1920,34400
14278,Panama City,1970,17200
14279,Basse-Terre,19-20,9000
14280,Saint Helier,1930,11600
14281,Ljubljana,1890,9000
14282,Beirut,19,9300
14283,Reykjavik,1940,17200
14284,Tirana,1930,5400
14285,Freetown,2000,9000
14286,Honiara,19,22200
14287,Nuuk,1930,5400
14288,Bujumbura,1970,9300
14289, Africa,19,22200
14290,Bissau,1840,9300
14291,Stanley,1990,22200
14292,Abuja,1970,9300
14293,Sarajevo,1980,24100
14294,Road Town,1930,9000
14295,Hagatna,1950,9000
14296,Willemstad,1930,9300
14297,Paramaribo,1830,24100
14298,Cockburn Town,1980,9300
14299,Mexico City,1900,17200
14300,Baku,1940,25800
14301,Rome,1920,6500
14302,Panama City,1810,9300
14303,Jerusalem,1960,6500
14304,Havana,1980,25800
14305,Diego Garcia,1890,12400
14306,Yaren,1970,9300
14307,Tokyo,19,24100
14308, Africa,19,9300
14309,Ouagadougou,1940,9300
14310,Kingstown,2000,9000
14311,Melekeok,1990,11600
14312,Oranjestad,1910,9300
14313,Longyearbyen,1860,22200
14314,Accra,1810,20900
14315,Sao Tome,1880,9300
14316,Vaduz,1920,22200
14317,Tashkent,1970,20900
14318,Bujumbura,1950,12400
14319,Port of Spain,1890,6500
14320,Athens,19,42800
14321,Copenhagen,1910,11600
14322,Madrid,1920,20900
14323,Guatemala City,1940,24100
14324,Belgrade,1940,5400
14325,Riga,19,5400
14326,Hanoi,1940,20900
14327,Basse-Terre,19-20,3100
14328,Hanoi,1870,17200
14329,Tbilisi,1950,5400
14330,Ankara,1920,12400
14331,Yamoussoukro,2000,9300
14332,Juba,1930,9000
14333,Moroni,1970,6500
14334,El-Aaiun,1950,17200
14335,Bamako,1970,9000
14336,Kingston,1970,9000
14337,Mogadishu,1840,9300
14338,Guatemala City,1900,22200
14339,Colombo,1890,9300
14340,Abuja,20,34400
14341,Lima,1880,17200
14342,Panama City,1920,17200
14343,N'Djamena,1930,34700
14344,Plymouth,1970,24100
14345,Budapest,1910,5400
14346,San Salvador,1980,17200
14347,Canberra,1920,22200
14348,Pretoria,1900,12400
14349,N'Djamena,1920,34400
14350,Nicosia,1970,17200
14351,Gustavia,1990,17200
14352,Longyearbyen,1990,12400
14353,Hong Kong,1990,9300
14354,Pristina,1930,34400
14355, Central America,19-20,9300
14356,Tbilisi,1880,11600
14357,Victoria,1860,17200
14358,Mogadishu,1990,9000
14359,St. John's,2000,12400
14360,St. George's,1930,3100
14361,Mogadishu,1960,9300
14362,Djibouti,1990,9300
14363,San Salvador,1980,9000
14364,Adamstown,1970,11600
14365,Jamestown,1950,6500
14366,Prague,20,9300
14367,Mariehamn,19,12400
14368,San Juan,1950,11600
14369,Santiago,1910,17200
14370,Mariehamn,1920,34400
14371,Mogadishu,1940,9000
14372,Saint-Denis,1820,20900
14373,Chisinau,20,5400
14374,Conakry,1970,20900
14375,West Island,1930,9000
14376,St Peter Port,1970,34400
14377,Windhoek,1810,12400
14378,St. John's,1930,12400
14379,Georgetown,1970,11600
14380,Tokyo,1930,9300
14381,Freetown,1870,9300
14382,Georgetown,1960,42800
14383,Seoul,1980,9300
14384,Marigot,1970,3100
14385,Mbabane,1960,17200
14386,Djibouti,1910,9000
14387,George Town,1940,6500
14388,San Juan,1880,17200
14389,Asuncion,1860,22200
14390,Grytviken,1950,5400
14391, Western Africa,20,9000
14392,Ouagadougou,1960,9000
14393,Saint Helier,1940,24100
14394,Palikir,1960,25800
14395,Kathmandu,1950,34700
14396,Stockholm,1880,9000
14397,Damascus,1820,9300
14398,Budapest,1950,38600
14399,Apia,1960,17200
14400,Zagreb,1940,11600
14401,Athens,1930,25800
14402,Rabat,1850,12400
14403,Paris,1970,5400
14404,Philipsburg,19-20,9300
14405,West Island,1950,34400
14406,Paris,1870,9300
14407,Skopje,1830,9000
14408,Monaco,1950,9300
14409,Ankara,19,9000
14410,Montevideo,1970,12400
14411,Dushanbe,1870,25800
14412,Noumea,1970,12400
14413, Eastern Africa,21,17200
14414,Bishkek,1970,12400
14415,Astana,1940,9300
14416,Plymouth,1940,9000
14417,Plymouth,1880,39500
14418,Plymouth,1810,6500
14419,Nicosia,1790,5400
14420,Seoul,1850,22200
14421,Kabul,1870,9300
14422,London,2010,20900
14423,West Island,1980,6500
14424,Amman,2000,34700
14425,New Delhi,1970,9300
14426,Port Moresby,1960,3100
14427,Kabul,1860,9000
14428,Seoul,1990,9300
14429,Noumea,1880,9000
14430,Port Vila,1900,25800
14431,Hagatna,1870,17200
14432, Africa,19,9000
14433,Port Louis,1960,22200
14434,Amman,1960,24100
14435,Astana,1860,6500
14436,Ottawa,1870,9000
14437,Zagreb,1870,11600
14438,Nouakchott,1970,20900
14439,Ljubljana,1970,25800
14440,Ottawa,21,12400
14441,Bandar Seri Begawan,1900,6500
14442,Panama City,1920,12400
14443,Dushanbe,1990,20900
14444,Bridgetown,1920,17200
14445,Caracas,19-20,17200
14446,San Juan,1950,5400
14447,Prague,1940,17200
14448,Bangui,1810,6500
14449,Banjul,1840,20900
14450,Tegucigalpa,1920,9000
14451,Kuwait City,19,11600
14452,Tbilisi,1980,12400
14453,Adamstown,1970,22200
14454,Ulan Bator,1930,11600
14455,Sofia,1940,17200
14456,Palikir,1930,9300
14457,Belmopan,1880,9000
14458,Gustavia,1910,20900
14459,Oslo,1900,43100
14460,Saint Helier,1900,22200
14461,Nuuk,1900,20900
14462,Gustavia,1950,9000
14463,Mogadishu,1890,9300
14464,Lilongwe,1940,9300
14465,Tirana,1960,11600
14466,Bridgetown,1860,6500
14467,Saint-Denis,1920,12400
14468,Bangui,1970,9300
14469,Santo Domingo,1960,9000
14470, Western Africa,20,9300
14471,Lilongwe,1940,9300
14472,Kuala Lumpur,1960,34400
14473,Port-au-Prince,1890,11600
14474,Chisinau,1870,22200
14475,Road Town,1960,17200
14476,Windhoek,1960,34400
14477,San Jose,1970,12400
14478,Diego Garcia,1970,20900
14479,Andorra la Vella,1790,9300
14480,Mariehamn,1850,12400
14481,Havana,1930,5400
14482,Kathmandu,1960,6500
14483,Paris,1950,6500
14484,Hanoi,21,9300
14485,Monrovia,1930,6500
14486,Pristina,1940,17200
14487,San Marino,1940,3100
14488,Taipei,1950,11600
14489,Oranjestad,1800,11600
14490,Libreville,1970,12400
14491,Kralendijk,1950,17200
14492,Dakar,1940,12400
14493,Sucre,1900,12400
14494,Philipsburg,1940,9300
14495,Bamako,1900,20900
14496,Dodoma,1980,5400
14497,Niamey,1950,9300
14498,Nuku'alofa,1800,34400
14499,Lilongwe,1950,12400
14500,St Peter Port,19,9000
14501,Noumea,1980,39500
14502,Port-aux-Francais,1890,22200
14503,Sarajevo,1810,9000
14504,Nassau,1830,9300
14505,Yaounde,1930,24100
14506,Conakry,1800,24100
14507, Western Africa,18,17200
14508,Lilongwe,1820,9300
14509,Tunis,1950,6500
14510, Caribbean,21,6500
14511,Gibraltar,1940,11600
14512,Praia,1790,49000
14513,Plymouth,1840,9300
14514,Bratislava,1980,11600
14515,Reykjavik,1890,42800
14516,Bandar Seri Begawan,1970,12400
14517,Libreville,1980,6500
14518,Bujumbura,1980,17200
14519,Bujumbura,1840,38600
14520,Asmara,1830,25800
14521,Baghdad,19,6500
14522,Tokyo,1890,17200
14523,Tirana,1960,20900
14524,Paris,1800,9300
14525,Roseau,1920,9300
14526,Alofi,1850,12400
14527,Bandar Seri Begawan,1950,11600
14528,Suva,19,5400
14529,Gibraltar,1970,24100
14530,Podgorica,1890,6500
14531,Pago Pago,1930,12400
14532,Tegucigalpa,1970,11600
14533,Kiev,1950,20900
14534,Banjul,1960,11600
14535,Abuja,1840,5400
14536,Bamako,1970,9300
14537,Dili,1960,24100
14538,Bogota,1960,3100
14539,Islamabad,1800,5400
14540,Santiago,1970,5400
14541,Asuncion,1940,12400
14542,Gaborone,1970,9000
14543,Paramaribo,1960,9300
14544,Jamestown,1950,20900
14545,Kathmandu,1960,9300
14546,Kinshasa,1950,9300
14547,Dushanbe,1910,6500
14548,Panama City,1940,5400
14549,Praia,1920,9300
14550,Athens,1940,9000
14551,Mexico City,1930,12400
14552, Polynesia,21,11600
14553,Saint-Pierre,1970,20900
14554,Yerevan,1850,20900
14555,Saint-Denis,1970,39500
14556,Amman,1960,3100
14557,Amman,19,5400
14558,Riyadh,1870,12400
14559,"Douglas, Isle of Man",1830,12400
14560,Harare,1950,25800
14561,Baku,2000,5400
14562,Havana,19-20,6500
14563,Riga,1890,6500
14564,Moroni,2000,11600
14565,Cairo,1920,6500
14566,Sao Tome,1970,11600
14567,Ouagadougou,1840,22200
14568,Port of Spain,1920,9300
14569,Wellington,1900,6500
14570,Paramaribo,19-20,17200
14571,Phnom Penh,1870,20900
14572,Santiago,1960,9300
14573,San Jose,1900,17200
14574,Nicosia,1850,11600
14575,Santiago,1860,12400
14576,Buenos Aires,1930,6500
14577,Seoul,1910,9300
14578, Caribbean,18,11600
14579,Tunis,1930,12400
14580,Tokyo,1910,34400
14581,Athens,18,25800
14582,Belgrade,19,11600
14583,Tarawa,1800,22200
14584,Baghdad,20,12400
14585, Eastern Europe,21,6500
14586, Central America,21,20900
14587,Riyadh,1960,25800
14588,San Jose,1890,17200
14589,Bandar Seri Begawan,1990,11600
14590,Bujumbura,1970,24100
14591,Belgrade,1890,17200
14592,Moscow,1920,9300
14593,Chisinau,1920,17200
14594,Berlin,1880,25800
14595,Beijing,1830,9300
14596,Port Louis,1950,20900
14597, Africa,19,24100
14598,Jerusalem,1980,12400
14599,Jamestown,1880,17200
14600,Abu Dhabi,1900,20900
14601,Belgrade,1890,20900
14602,Philipsburg,1890,9000
14603,Vientiane,1890,9300
14604,Bern,1890,9000
14605,London,1920,9000
14606,San Salvador,1970,20900
14607,Bangui,1970,9000
14608,Vatican City,1960,20900
14609,Avarua,1950,9000
14610,Avarua,1960,20900
14611,Alofi,1970,39500
14612,New Delhi,1970,9000
14613,Vientiane,1950,9000
14614,Nuku'alofa,1950,5400
14615,Belmopan,1940,6500
14616,Saipan,1940,9000
14617,Kuala Lumpur,1880,5400
14618,Abuja,1890,11600
14619,Tegucigalpa,1960,24100
14620,Tehran,19,6500
14621,Kingstown,1950,11600
14622,Belgrade,1860,6500
14623,Moroni,1920,5400
14624,Mbabane,1910,9300
14625,Niamey,1900,12400
14626,Fort-de-France,1910,6500
14627,Ouagadougou,1940,9300
14628,Kinshasa,1880,9300
14629,Mogadishu,1950,9300
14630,Asuncion,1940,9000
14631,Tallinn,19,3100
14632,Helsinki,1880,9300
14633,Macao,19,24100
14634,Bridgetown,1930,17200
14635,Zagreb,1880,6500
14636,Kuala Lumpur,1950,3100
14637,Mbabane,1970,34700
14638,Port Louis,1960,17200
14639,N'Djamena,1920,3100
14640,Sofia,1960,9300
14641,Stockholm,1960,43100
14642,Longyearbyen,1970,9300
14643,Amman,1940,9300
14644,Libreville,1780,12400
14645,Lilongwe,1970,20900
14646,Zagreb,1880,12400
14647,Port-au-Prince,1940,22200
14648,Kigali,1940,22200
14649,Phnom Penh,1960,11600
14650,Baku,1920,9300
14651,Oranjestad,1890,22200
14652,Santo Domingo,1910,6500
14653,Palikir,19,9000
14654,Dili,1960,9300
14655,Roseau,1970,12400
14656,Jerusalem,1910,12400
14657,East Jerusalem,1930,22200
14658,Taipei,1910,9300
14659,Algiers,1950,5400
14660,Baku,1940,9300
14661,Asmara,1950,6500
14662,Dakar,1930,5400
14663,Khartoum,1940,17200
14664,Windhoek,1950,11600
14665,Montevideo,1930,12400
14666,Port-aux-Francais,1930,24100
14667,Ouagadougou,1890,9300
14668,Algiers,1930,20900
